id_pfam;name_pfam
PF04563|PF04561|PF04565|PF04566|PF04567|PF00562|PF04560;RNA_pol_Rpb2_1|RNA_pol_Rpb2_2|RNA_pol_Rpb2_3|RNA_pol_Rpb2_4|RNA_pol_Rpb2_5|RNA_pol_Rpb2_6|RNA_pol_Rpb2_7
PF03874;RNA_pol_Rpb4
PF00575|PF03876;S1|SHS2_Rpb7-N
PF08221|PF05645;HTH_9|RNA_pol_Rpc82
PF05132;RNA_pol_Rpc4
PF04801;Sin_N
PF05158;RNA_pol_Rpc34
PF11705;RNA_pol_3_Rpc31
PF08292|PF03876;RNA_pol_Rbc25|SHS2_Rpb7-N
PF00834;Ribul_P_3_epim
PF00027|PF00610|PF00617|PF00618;cNMP_binding|DEP|RasGEF|RasGEF_N
PF00595|PF00788|PF00617|PF00618;PDZ|RA|RasGEF|RasGEF_N
PF00027|PF00595|PF00788|PF00617|PF00618;cNMP_binding|PDZ|RA|RasGEF|RasGEF_N
PF02188|PF02145;GoLoco|Rap_GAP
PF06026;Rib_5-P_isom_A
PF03256|PF08005|PF00415|PF00643|PF13639;ANAPC10|PHR|RCC1|zf-B_box|zf-RING_2
PF05817;Ribophorin_II
PF00940|PF14700;RNA_pol|RPOL_N
PF01000|PF03118|PF01193;RNA_pol_A_bac|RNA_pol_A_CTD|RNA_pol_L
PF04032;Rpr2
PF01868;UPF0086
PF08584;Ribonuc_P_40
PF02985|PF14538|PF00400;HEAT|Raptor_N|WD40
PF00411;Ribosomal_S11
PF00164;Ribosom_S12_S23
PF04935;SURF6
PF15459;RRP14
PF00253;Ribosomal_S14
PF00312;Ribosomal_S15
PF00886;Ribosomal_S16
PF01084;Ribosomal_S18
PF00203;Ribosomal_S19
PF00318;Ribosomal_S2
PF00189;Ribosomal_S3_C
PF00177;Ribosomal_S7
PF00410;Ribosomal_S8
PF05104;Rib_recp_KP_reg
PF01765;RRF
PF05234;UAF_Rrn10
PF04090;RNA_pol_I_TF
PF05327;RRN3
PF11781;zf-RRN7
PF08161;NUC173
PF07890;Rrp15p
PF05997;Nop52
PF06102;RRP36
PF00575|PF05843;S1|Suf
PF12923;RRP7
PF05148;Methyltransf_8
PF04939;RRS1
PF00366|PF16205;Ribosomal_S17|Ribosomal_S17_N
PF08069|PF00312;Ribosomal_S13_N|Ribosomal_S15
PF00380;Ribosomal_S9
PF00833;Ribosomal_S17e
PF00416;Ribosomal_S13
PF01090;Ribosomal_S19e
PF01249;Ribosomal_S21e
PF01282;Ribosomal_S24e
PF03297;Ribosomal_S25
PF01283;Ribosomal_S26e
PF01599|PF00240;Ribosomal_S27|ubiquitin
PF01667;Ribosomal_S27e
PF01200;Ribosomal_S28e
PF00333|PF03719;Ribosomal_S5|Ribosomal_S5_C
PF04758;Ribosomal_S30
PF01015;Ribosomal_S3Ae
PF07650|PF00189;KH_2|Ribosomal_S3_C
PF16121|PF00900|PF08071|PF01479;40S_S4_C|Ribosomal_S4e|RS4NT|S4
PF16121|PF00467|PF00900|PF08071|PF01479;40S_S4_C|KOW|Ribosomal_S4e|RS4NT|S4
PF01092;Ribosomal_S6e
PF01251;Ribosomal_S7e
PF06969|PF04055;HemN_C|Radical_SAM
PF08624;CRC_subunit
PF06098;Radial_spoke_3
PF04712;Radial_spoke
PF15913|PF00090;Furin-like_2|TSP_1
PF16122|PF00318;40S_SA_C|Ribosomal_S2
PF01250;Ribosomal_S6
PF01165;Ribosomal_S21
PF10245;MRP-S22
PF10484;MRP-S23
PF10236;DAP3
PF14955;MRP-S24
PF10213;MRP-S28
PF13741;MRP-S25
PF02777|PF00081;Sod_Fe_C|Sod_Fe_N
PF14943;MRP-S26
PF08293;MRP-S33
PF10246;MRP-S35
PF15433;MRP-S31
PF16053;MRP-S34
PF12298;Bot1p
PF10937;S36_mt
PF14978;MRP-63
PF01139;RtcB
PF03126;Plus-3
PF16297|PF00098;DUF4939|zf-CCHC
PF03732|PF00098;Retrotrans_gag|zf-CCHC
PF02453;Reticulon
PF13695;zf-3CxxC
PF10363;RTP1_C1
PF10036;RLL
PF14726;RTTN_N
PF08595;RXT2_N
PF00076|PF12220;RRM_1|U1snRNP70_N
PF06220;zf-U1
PF00853|PF08504;Runt|RunxI
PF04884;DUF647
PF02759|PF14604;RUN|SH3_9
PF02759|PF07653;RUN|SH3_2
PF00849;PseudoU_synth_2
PF06068;TIP49
PF06020;Roughex
PF06544|PF05773;DUF1115|RWD
PF16543|PF05773;DFRP_C|RWD
PF00001|PF00057|PF13855;7tm_1|Ldl_recept_a|LRR_8
PF00104|PF11825|PF00105;Hormone_recep|Nuc_recep-AF1|zf-C4
PF08642;Rxt3
PF17219|PF00641;YAF2_RYBP|zf-RanBP
PF15135;UPF0515
PF07714|PF02019;Pkinase_Tyr|WIF
PF13833|PF08709|PF00520|PF02815|PF08454|PF06459|PF01365|PF02026|PF00622;EF-hand_8|Ins145_P3_rec|Ion_trans|MIR|RIH_assoc|RR_TM4-6|RYDR_ITPR|RyR|SPRY
PF00036|PF01023;EF-hand_1|S_100
PF15904;LIP1
PF00324|PF08403|PF03522;AA_permease|AA_permease_N|SLC12
PF00324|PF03522;AA_permease|SLC12
PF15427;S100PBPR
PF01384;PHO4
PF13774|PF00957;Longin|Synaptobrevin
PF00860;Xan_ur_permease
PF01740|PF00916;STAS|Sulfate_transp
PF07670|PF07662|PF01773;Gate|Nucleos_tra2_C|Nucleos_tra2_N
PF01733;Nucleoside_tran
PF09252;Feld-I_B
PF06027;SLC35F
PF00892;EamA
PF13427|PF01909;DUF4111|NTP_transf_2
PF00018|PF07653|PF13181;SH3_1|SH3_2|TPR_8
PF06963;FPN1
PF01769;MgtE
PF01554;MatE
PF06237;DUF1011
PF10559|PF00344;Plug_translocon|SecY
PF00584;SecE
PF15676;S6OS1
PF12230|PF01805;PRP21_like_P|Surp
PF04037|PF04046;DUF382|PSP
PF00277;SAA
PF12456|PF02383;hSac2|Syja_N
PF15120;SPACA9
PF05168|PF00240;HEPN|ubiquitin
PF00899|PF14732;ThiF|UAE_UbL
PF00899|PF14732|PF16195;ThiF|UAE_UbL|UBA2_C
PF00076|PF02037;RRM_1|SAP
PF05221|PF00670;AdoHcyase|AdoHcyase_NAD
PF01103;Bac_surface_Ag
PF14360|PF00536;PAP2_C|SAM_1
PF01966|PF07647;HD|SAM_2
PF07647|PF07653|PF12485;SAM_2|SH3_2|SLY
PF06487;SAP18
PF15476;SAP25
PF13867|PF13866;SAP30_Sin3_bdg|zf-SAP30
PF11931|PF16837|PF12108|PF12171;DUF3449|SF3A3|SF3a60_bindingd|zf-C2H2_jaz
PF16835;SF3A2
PF06682;SARAF
PF05366;Sarcolipin
PF00536|PF07647|PF13676;SAM_1|SAM_2|TIR_2
PF09368|PF04000;Sas10|Sas10_Utp3
PF16531;SAS-6_N
PF00536|PF07647|PF07653|PF12485;SAM_1|SAM_2|SH3_2|SLY
PF02376|PF16557|PF00046|PF16534;CUT|CUTL|Homeobox|ULD
PF00132|PF06426;Hexapep|SATase_N
PF01172|PF09377;SBDS|SBDS_C
PF13871;Helicase_C_4
PF05694;SBP56
PF12932|PF12931;Sec16|Sec16_C
PF00626|PF08033|PF04815|PF04811|PF04810;Gelsolin|Sec23_BS|Sec23_helical|Sec23_trunk|zf-Sec23_Sec24
PF01099;Uteroglobin
PF00520|PF06512;Ion_trans|Na_trans_assoc
PF03911;Sec61_beta
PF03491|PF00209;5HT_transport_N|SNF
PF04818|PF00076;CTD_bind|RRM_1
PF12070;SCAI
PF04144;SCAMP
PF16501;SCAPER_N
PF12349|PF00400;Sterol-sensing|WD40
PF10345;Cohesin_load
PF06395|PF00564|PF00621;CDC24|PB1|RhoGEF
PF02404;SCF
PF15467;SGIII
PF15050;SCIMP
PF13202|PF13833|PF00153;EF-hand_5|EF-hand_8|Mito_carr
PF13499|PF13833|PF00153;EF-hand_7|EF-hand_8|Mito_carr
PF13202|PF13499|PF00153;EF-hand_5|EF-hand_7|Mito_carr
PF02820|PF17208|PF00536|PF12140;MBT|RBR|SAM_1|SLED
PF02820|PF00536|PF12140|PF06467;MBT|SAM_1|SLED|zf-FCS
PF00520|PF06512|PF11933;Ion_trans|Na_trans_assoc|Na_trans_cytopl
PF01026;TatD_DNase
PF00520|PF00612|PF06512|PF11933;Ion_trans|IQ|Na_trans_assoc|Na_trans_cytopl
PF16905|PF00520|PF06512|PF11933;GPHH|Ion_trans|Na_trans_assoc|Na_trans_cytopl
PF15805|PF15803;SCNM1_acidic|zf-SCNM1
PF02630;SCO1-SenC
PF01144;CoA_trans
PF10224;DUF2205
PF15224;SCRG1
PF03577;Peptidase_C69
PF12662|PF00431|PF12947|PF07645|PF07699;cEGF|CUB|EGF_3|EGF_CA|Ephrin_rec_like
PF08158|PF05285;NUC130_3NT|SDA1
PF15964;CCCAP
PF13019;Telomere_Sde2
PF03937;Sdh5
PF00890|PF02910;FAD_binding_2|Succ_DH_flav_C
PF13085;Fer2_3
PF07896;DUF1674
PF07735;FBA_2
PF11764|PF00076|PF00856;N-SET|RRM_1|SET
PF00040|PF08238;fn2|Sel1
PF03908;Sec20
PF07304;SRA1
PF03839;Sec62
PF00226|PF02889;DnaJ|Sec63
PF01922;SRP19
PF09802;Sec66
PF05739|PF11416;SNARE|Syntaxin-5_N
PF10961;SelK_SelG
PF08806;Sep15_SelM
PF02696;UPF0061
PF06936;Selenoprotein_S
PF00047|PF01403;ig|Sema
PF07679|PF01403;I-set|Sema
PF00047|PF01437|PF01403;ig|PSI|Sema
PF01403|PF00090;Sema|TSP_1
PF01437|PF01403|PF00090;PSI|Sema|TSP_1
PF13895|PF01437|PF01403;Ig_2|PSI|Sema
PF05474;Semenogelin
PF09631;Sen15
PF12726;SEN1_N
PF01974|PF02778;tRNA_int_endo|tRNA_int_endo_N
PF12928;tRNA_int_end_N2
PF04593|PF04592;SelP_C|SelP_N
PF03348;Serinc
PF04419;4F5
PF06624;RAMP4
PF04636;PA26
PF11764|PF00076|PF00856|PF11767;N-SET|RRM_1|SET|SET_assoc
PF08711|PF00856|PF08236;Med26|SET|SRI
PF00856|PF01753;SET|zf-MYND
PF02493|PF00856;MORN|SET
PF05033|PF00856|PF01359;Pre-SET|SET|Transposase_1
PF05879;RHD3
PF12230|PF01805|PF00240;PRP21_like_P|Surp|ubiquitin
PF08920;SF3b1
PF04037|PF04046|PF02037;DUF382|PSP|SAP
PF07189;SF3b10
PF09734;Tau95
PF04182;B-block_TFIIIC
PF12657|PF12660;TFIIIC_delta|zf-TFIIIC
PF00320|PF04855;GATA|SNF5
PF08457;Sfi1
PF10376;Mei5
PF01392|PF01759;Fz|NTR
PF09750|PF01805;DRY_EERY|Surp
PF15210;SFTA2
PF01391|PF00059|PF09006;Collagen|Lectin_C|Surfac_D-trimer
PF05324;Sperm_Ag_HE2
PF05510;Sarcoglycan_2
PF04790;Sarcoglycan_1
PF07039;DUF1325
PF00069|PF00433|PF00787;Pkinase|Pkinase_C|PX
PF12329|PF12325;TMF_DNA_bd|TMF_TATA_bd
PF07558;Shugoshin_N
PF07557|PF07558;Shugoshin_C|Shugoshin_N
PF00566|PF02759;RabGAP-TBC|RUN
PF00566|PF02759|PF00018;RabGAP-TBC|RUN|SH3_1
PF04969|PF05002|PF13181;CS|SGS|TPR_8
PF16546|PF00515|PF13181;SGTA_dimer|TPR_1|TPR_8
PF00169|PF08916|PF00017;PH|Phe_ZIP|SH2
PF07653|PF00791;SH3_2|ZU5
PF07653|PF14604|PF00791;SH3_2|SH3_9|ZU5
PF04908;SH3BGR
PF03114|PF07653;BAR|SH3_2
PF14604|PF00097;SH3_9|zf-C3HC4
PF00018|PF14604|PF00097;SH3_1|SH3_9|zf-C3HC4
PF00018|PF07653|PF14604|PF13445;SH3_1|SH3_2|SH3_9|zf-RING_UBOX
PF00018|PF07653|PF00097;SH3_1|SH3_2|zf-C3HC4
PF00018|PF04366;SH3_1|Ysc84
PF12796|PF16511|PF00595|PF00536|PF07653;Ank_2|FERM_f0|PDZ|SAM_1|SH3_2
PF12796|PF16511|PF00536|PF07653;Ank_2|FERM_f0|SAM_1|SH3_2
PF12796|PF07714|PF00017;Ank_2|Pkinase_Tyr|SH2
PF00640|PF00017;PID|SH2
PF15396;FAM60A
PF05546;She9_MDM33
PF03372|PF00017;Exo_endo_phos|SH2
PF03372|PF00536|PF00017;Exo_endo_phos|SAM_1|SH2
PF00786|PF00169|PF00069;PBD|PH|Pkinase
PF00271|PF00538|PF00176;Helicase_C|Linker_histone|SNF2_N
PF04925;SHQ1
PF08229;SHR3_chaperone
PF08688|PF08687;ASD1|ASD2
PF08688|PF08687|PF00595;ASD1|ASD2|PDZ
PF04917;Shufflon_N
PF02104;SURF1
PF14981;FAM165
PF02145|PF11881;Rap_GAP|SPAR_C
PF00777;Glyco_transf_29
PF03145;Sina
PF03629;SASA
PF05432;BSP_II
PF03102|PF08666;NeuB|SAF
PF00501|PF00668|PF00550;AMP-binding|Condensation|PP-binding
PF13965;SID-1_RNA_chan
PF09027|PF07714|PF07653;GTPase_binding|Pkinase_Tyr|SH3_2
PF11778;SID
PF17204;Sid-5
PF00169|PF02196|PF00621;PH|RBD|RhoGEF
PF08690;GET2
PF07679|PF00047|PF07686;I-set|ig|V-set
PF15118;DUF4560
PF15990;UPF0767
PF15938;DUF4750
PF11027;DUF2615
PF15086;UPF0542
PF15831;DUF4713
PF00010|PF00989|PF08447|PF06621;HLH|PAS|PAS_3|SIM_C
PF15061;DUF4538
PF15466;DUF4635
PF16978;CRIM
PF16978|PF05422|PF16979;CRIM|SIN1|SIN1_PH
PF00595|PF02145;PDZ|Rap_GAP
PF04574|PF02146;DUF592|SIR2
PF05458;Siva
PF07160;SKA1
PF16740;SKA2
PF15223|PF02437;DUF4584|Ski_Sno
PF10517|PF03351;DM13|DOMON
PF08782|PF02437;c-SKI_SMAD_bind|Ski_Sno
PF01466|PF03931;Skp1|Skp1_POZ
PF00999|PF16644;Na_H_Exchanger|NEXCaM_BD
PF00027|PF00520|PF00999;cNMP_binding|Ion_trans|Na_H_Exchanger
PF00027|PF00999;cNMP_binding|Na_H_Exchanger
PF08226|PF00018|PF14604|PF03983;DUF1720|SH3_1|SH3_9|SHD1
PF07651|PF01608;ANTH|I_LWEQ
PF06214;SLAM
PF15301;SLAIN
PF15247;SLBP_RNA_bind
PF08639;SLD3
PF05916|PF16922;Sld5|SLD5_C
PF12796|PF16770;Ank_2|RTT107_BRCT_5
PF04326|PF09848;AlbA_2|DUF2075
PF02403;Seryl_tRNA_N
PF00008|PF12661|PF00054|PF13855|PF01462;EGF|hEGF|Laminin_G_1|LRR_8|LRRNT
PF00008|PF12661|PF02210|PF13855|PF01463|PF01462;EGF|hEGF|Laminin_G_2|LRR_8|LRRCT|LRRNT
PF00008|PF12661|PF00054|PF13855|PF01463|PF01462;EGF|hEGF|Laminin_G_1|LRR_8|LRRCT|LRRNT
PF00008|PF02210|PF13855|PF01463|PF01462;EGF|Laminin_G_2|LRR_8|LRRCT|LRRNT
PF00069|PF12474;Pkinase|PKK
PF07569|PF00400;Hira|WD40
PF14611;SLS
PF11708|PF00098;Slu7|zf-CCHC
PF01541;GIY-YIG
PF11793|PF01541;FANCL_C|GIY-YIG
PF15744;UPF0492
PF09494;Slx4
PF00651|PF09494;BTB|Slx4
PF15127;SmAKAP
PF07443|PF00271|PF00176;HARP|Helicase_C|SNF2_N
PF01424|PF01428;R3H|zf-AN1
PF07533|PF00439|PF00271|PF07529|PF14619|PF00176;BRK|Bromodomain|Helicase_C|HSA|SnAC|SNF2_N
PF15080;DUF4547
PF15012;DUF4519
PF10260;SAYSvFN
PF02260|PF00454|PF15785;FATC|PI3_PI4_kinase|SMG1
PF17229|PF02260|PF00454|PF15785;DUF5303|FATC|PI3_PI4_kinase|SMG1
PF10220;Smg8_Smg9
PF09246|PF00536;PHAT|SAM_1
PF15117;UPF0697
PF15875;DUF4731
PF17307;Smim3
PF15114;UPF0640
PF14937;DUF4500
PF06003;SMN
PF15355;Chisel
PF00249|PF04433|PF16495|PF16496|PF16498;Myb_DNA-binding|SWIRM|SWIRM-assoc_1|SWIRM-assoc_2|SWIRM-assoc_3
PF15181;SMRP1
PF00307|PF12510;CH|Smoothelin
PF00679|PF03764|PF16004|PF00009|PF03144;EFG_C|EFG_IV|EFTUD2|GTP_EFTU|GTP_EFTU_D2
PF00835;SNAP-25
PF12796|PF16700;Ank_2|SNCAIP_SNCA_bd
PF00565|PF00567;SNase|TUDOR
PF00008|PF00041|PF12661|PF06119;EGF|fn3|hEGF|NIDO
PF16579|PF00069|PF08587;AdenylateSensor|Pkinase|UBA_2
PF00439|PF00271|PF08880|PF14619|PF00176;Bromodomain|Helicase_C|QLQ|SnAC|SNF2_N
PF04157;EAP30
PF09051|PF09050|PF09049;SNN_cytoplasm|SNN_linker|SNN_transmemb
PF09808;SNAPc_SNAP43
PF11035;SnAPC_2_like
PF12251;zf-SNAP50_C
PF15497;SNAPc19
PF15290;Syntaphilin
PF08648;DUF1777
PF03343;SART-1
PF07192;SNURF
PF00787|PF02194|PF00615;PX|PXA|RGS
PF08628|PF00787|PF02194|PF00615;Nexin_C|PX|PXA|RGS
PF04212|PF00787;MIT|PX
PF00787|PF03700|PF09325;PX|Sorting_nexin|Vps5
PF00595|PF00787|PF00788;PDZ|PX|RA
PF00787|PF02759;PX|RUN
PF03114|PF00787;BAR|PX
PF00787|PF09325;PX|Vps5
PF10456|PF00787|PF00018;BAR_3_WASP_bdg|PX|SH3_1
PF08205|PF07679|PF13895|PF07686;C2-set_2|I-set|Ig_2|V-set
PF08205|PF07679|PF00047|PF13895|PF07686;C2-set_2|I-set|ig|Ig_2|V-set
PF07648|PF03137;Kazal_2|OATP
PF00017|PF12610|PF07525;SH2|SOCS|SOCS_box
PF13855|PF10428;LRR_8|SOG2
PF00801|PF15902|PF15901;PKD|Sortilin-Vps10|Sortilin_C
PF00041|PF00057|PF00058|PF15902|PF15901;fn3|Ldl_recept_a|Ldl_recept_b|Sortilin-Vps10|Sortilin_C
PF00125|PF00169|PF00617|PF00618|PF00621;Histone|PH|RasGEF|RasGEF_N|RhoGEF
PF05463;Sclerostin
PF15925;SOSSC
PF17079;SOTI
PF00505|PF12444;HMG_box|Sox_N
PF00505|PF12336;HMG_box|SOXp
PF00505|PF12067;HMG_box|Sox17_18_mid
PF00505|PF09011|PF03172|PF01342;HMG_box|HMG_box_2|HSR|SAND
PF16014;SAP130_C
PF00439|PF03172|PF01342;Bromodomain|HSR|SAND
PF00439|PF03172|PF00628|PF01342;Bromodomain|HSR|PHD|SAND
PF14826|PF00557|PF08512|PF08644;FACT-Spt16_Nlob|Peptidase_M24|Rtt106|SPT16
PF00612|PF02197;IQ|RIIa
PF12090;Spt20
PF14820;SPRR2
PF15175;SPATA24
PF14909;SPATA6
PF15307;SPACA7
PF13877|PF00515|PF13181;RPAP3_C|TPR_1|TPR_8
PF00514|PF02985;Arm|HEAT
PF06911;Senescence
PF15160;SASRP1
PF07139;DUF1387
PF15743;SPATA1_C
PF06294;CH_2
PF15244;HSD3
PF15824;SPATA9
PF11861|PF01728|PF07780;DUF3381|FtsJ|Spb1_C
PF01419;Jacalin
PF15059|PF15058;Speriolin_C|Speriolin_N
PF08286;Spc24
PF08234;Spindle_Spc25
PF06703;SPC25
PF08657;DASH_Spc34
PF08317|PF15577;Spc7|Spc7_C2
PF06645;SPC12
PF05889;SepSecS
PF11357;Spy1
PF08591;RNR_inhib
PF00787|PF00018|PF07653;PX|SH3_1|SH3_2
PF04840;Vps16_C
PF15670;Spem1
PF15754;SPESP1
PF05700;BCAS2
PF00711|PF05324;Defensin_beta|Sperm_Ag_HE2
PF16347|PF00884;DUF4976|Sulfatase
PF02513;Spin-Ssty
PF15678;SPICE
PF14950|PF14951;DUF4502|DUF4503
PF16474;KIND
PF00014|PF00057|PF07502;Kunitz_BPTI|Ldl_recept_a|MANEC
PF11538;Snurportin1
PF09431|PF00018;DUF2013|SH3_1
PF00270|PF04408|PF00271|PF00567;DEAD|HA2|Helicase_C|TUDOR
PF07458;SPAN-X
PF04406;TP6A_N
PF03533|PF04406;SPO11_like|TP6A_N
PF05032;Spo12
PF03907;Spo7
PF02014|PF06468|PF00090;Reeler|Spond_N|TSP_1
PF05116|PF08472;S6PP|S6PP_C
PF07448;Spp-24
PF02225|PF04258;PA|Peptidase_A22B
PF09289|PF07648|PF10591;FOLN|Kazal_2|SPARC_Ca_bdg
PF09289|PF00050|PF10591;FOLN|Kazal_1|SPARC_Ca_bdg
PF05210|PF00568;Sprouty|WH1
PF00788|PF00017|PF02204;RA|SH2|VPS9
PF14999;Shadoo
PF15015;NYD-SP12_N
PF15212;SPATA19
PF03190;Thioredox_DsbH
PF15218;SPATA25
PF08243;SPT2
PF15310;VAD1-2
PF15382;DUF4609
PF02269;TFIID-18kDa
PF15073;DUF4540
PF06093;Spt4
PF00467|PF03439|PF11942;KOW|Spt5-NGN|Spt5_N
PF14878|PF14635|PF14641|PF00575|PF14633|PF14632|PF14639;DLD|HHH_7|HTH_44|S1|SH2_2|SPT6_acidic|YqgF
PF07524|PF00439;Bromo_TP|Bromodomain
PF08726|PF00018|PF00435;EFhand_Ca_insen|SH3_1|Spectrin
PF15662;SPATA3
PF00307|PF00435;CH|Spectrin
PF13499|PF08726|PF00018|PF00435;EF-hand_7|EFhand_Ca_insen|SH3_1|Spectrin
PF14649;Spatacsin_C
PF11779;SPT_ssu-like
PF15171;Spexin
PF16077;Spaetzle
PF08312|PF00076|PF01805;cwf21|RRM_1|Surp
PF02117;7TM_GPCR_Sra
PF10292;7TM_GPCR_Srab
PF15547;DUF4654
PF02175;7TM_GPCR_Srb
PF00575|PF09371|PF16921;S1|Tex_N|Tex_YqgF
PF00018|PF07653|PF14604|PF02208;SH3_1|SH3_2|SH3_9|Sorb
PF00018|PF14604|PF02208;SH3_1|SH3_9|Sorb
PF02218|PF14604;HS1_rep|SH3_9
PF00350|PF16880;Dynamin_N|EHD_N
PF10529;Hist_rich_Ca-bd
PF10317;7TM_GPCR_Srd
PF03125;Sre
PF09427|PF00010;DUF2014|HLH
PF02118;Srg
PF04360;Serglycin
PF00611|PF00620|PF07653;FCH|RhoGAP|SH3_2
PF10318;7TM_GPCR_Srh
PF10319;7TM_GPCR_Srj
PF07714|PF00017|PF14604;Pkinase_Tyr|SH2|SH3_9
PF02290;SRP14
PF00448|PF02881|PF02978;SRP54|SRP54_N|SRP_SPB
PF16969;SRP68
PF08492|PF17004;SRP72|SRP_TPR_like
PF08492|PF17004|PF13181;SRP72|SRP_TPR_like|TPR_8
PF09439;SRPRB
PF04086|PF00448|PF02881;SRP-alpha_N|SRP54|SRP54_N
PF13778|PF02494|PF00084;DUF4174|HYR|Sushi
PF07985;SRR1
PF08312|PF15230;cwf21|SRRM_C
PF04959|PF12066;ARS2|DUF3546
PF00580|PF13361;UvrD-helicase|UvrD_C
PF10321;7TM_GPCR_Srt
PF15872;SRTM1
PF10322;7TM_GPCR_Sru
PF10323;7TM_GPCR_Srv
PF03383;Serpentine_r_xa
PF02195;ParBc
PF05482;Serendipity_A
PF06677;Auto_anti-p27
PF08766|PF00782;DEK_C|DSPc
PF15468;DUF4636
PF00505|PF17292|PF08512|PF03531;HMG_box|POB3_N|Rtt106|SSrecog
PF08742|PF00754|PF00057|PF01826|PF00090|PF00094;C8|F5_F8_type_C|Ldl_recept_a|TIL|TSP_1|VWD
PF08549;SWI-SNF_Ssr4
PF03896;TRAP_alpha
PF05404;TRAP-delta
PF07074;TRAP-gamma
PF09454;Vps23_core
PF04722;Ssu72
PF00431|PF00057|PF01390|PF00089;CUB|Ldl_recept_a|SEA|Trypsin
PF04184;ST7
PF00017|PF01017|PF02864|PF02865;SH2|STAT_alpha|STAT_bind|STAT_int
PF12947|PF02469|PF00193;EGF_3|Fasciclin|Xlink
PF01398|PF08969;JAB|USP8_dimer
PF00130|PF14604;C1_1|SH3_9
PF00130|PF00018;C1_1|SH3_1
PF00130|PF00018|PF07653;C1_1|SH3_1|SH3_2
PF00130|PF07653|PF14604;C1_1|SH3_2|SH3_9
PF00018|PF02809|PF00790;SH3_1|UIM|VHS
PF10457|PF01852;MENTAL|START
PF00620|PF01852;RhoGAP|START
PF00498|PF00225|PF01852;FHA|Kinesin|START
PF00017|PF12162|PF01017|PF02864|PF02865;SH2|STAT1_TAZ2bind|STAT_alpha|STAT_bind|STAT_int
PF00017|PF12188|PF01017|PF02864|PF02865;SH2|STAT2_C|STAT_alpha|STAT_bind|STAT_int
PF00017|PF14596|PF01017|PF02864|PF02865;SH2|STAT6_C|STAT_alpha|STAT_bind|STAT_int
PF03875;Statherin
PF10330;Stb3
PF08596|PF08366|PF00400;Lgl_C|LLGL|WD40
PF10784;Plasmid_stab_B
PF03298;Stanniocalcin
PF00788|PF07647;RA|SAM_2
PF00617|PF00618|PF00018;RasGEF|RasGEF_N|SH3_1
PF03807|PF01794;F420_oxidored|Ferric_reduct
PF04885;Stig1
PF15253;STIL_N
PF07647|PF16533;SAM_2|SOAR
PF12400;STIMATE
PF15009;TMEM173
PF00069|PF00567;Pkinase|TUDOR
PF00836;Stathmin
PF01145|PF02036;Band_7|SCP2
PF01145|PF16200;Band_7|Band_7_C
PF15054;DUF4535
PF09170|PF01336;STN1_2|tRNA_anti-codon
PF00928|PF12016;Adap_comp_sub|Stonin2_N
PF10264;Stork_head
PF02079;TP1
PF01254;TP2
PF03828|PF00076;PAP_assoc|RRM_1
PF06609;TRI12
PF08232|PF00400;Striatin|WD40
PF02516;STT3
PF15795;Spec3
PF05739|PF09177;SNARE|Syntaxin-6_N
PF10496;Syntaxin-18_N
PF15277|PF00957;Sec3-PIP2_bind|Synaptobrevin
PF03481|PF01300;SUA5|Sua5_yciO_yrdC
PF08442|PF00549;ATP-grasp_2|Ligase_CoA
PF05076|PF12470;SUFU|SUFU_C
PF12548|PF00884;DUF3740|Sulfatase
PF13241|PF00590;NAD_binding_7|TP_methylase
PF09387|PF07738;MRP|Sad1_UNC
PF00173|PF03404|PF00174;Cyt-b5|Mo-co_dimer|Oxidored_molyb
PF10853;DUF2650
PF00560|PF13306|PF13855;LRR_1|LRR_5|LRR_8
PF05477;SURF2
PF02077;SURF4
PF00246|PF02244|PF01549;Peptidase_M14|Propep_M14|ShK
PF03782|PF01033|PF00084|PF00094;AMOP|Somatomedin_B|Sushi|VWD
PF02944;BESS
PF00271|PF12513;Helicase_C|SUV3_C
PF05033|PF02182|PF00856;Pre-SET|SAD_SRA|SET
PF09733;VEFS-Box
PF16207|PF00097;RAWUL|zf-C3HC4
PF07690|PF13599|PF00083;MFS_1|Pentapeptide_4|Sugar_tr
PF15674;CCDC23
PF00008|PF07645|PF07699|PF12661|PF02494|PF00354|PF00084|PF00092;EGF|EGF_CA|Ephrin_rec_like|hEGF|HYR|Pentaxin|Sushi|VWA
PF08622|PF17187;Svf1|Svf1_C
PF15811;SVIP
PF07690|PF00083;MFS_1|Sugar_tr
PF04148;Erv26
PF17381;Svs_4_5_6
PF03083;MtN3_slv
PF04821|PF05029;TIMELESS|TIMELESS_C
PF07962;Swi3
PF07061;Swi5
PF02272|PF01411|PF07973;DHHA1|tRNA-synt_2c|tRNA_SAD
PF15233;SYCE1
PF01406;tRNA-synt_1e
PF15191;Synaptonemal_3
PF15138;Syncollin
PF05483;SCP-1
PF00168|PF00595|PF00620;C2|PDZ|RhoGAP
PF00152|PF01336;tRNA-synt_2|tRNA_anti-codon
PF02938|PF00152|PF01336;GAD|tRNA-synt_2|tRNA_anti-codon
PF00749|PF03950;tRNA-synt_1c|tRNA-synt_1c_C
