ortho_cluster	name_cluster
EOG093708MI	Transcription factor AFT
EOG093708MO	Timeless protein
EOG093708MV	Histone deacetylase complex, subunit 2/3
EOG093708N1	Importin subunit alpha
EOG093708ND	Similarity:Contains 1 SH3 domain.
EOG093708NK	Pyridoxal phosphate-dependent transferase
EOG093708NY	Transmembrane:Helical
EOG093708O4	Rad9/Ddc1
EOG093708OG	TATA element modulatory factor 1 DNA binding
EOG093708PF	Signal recognition particle receptor, alpha subunit, N-terminal
EOG093708PP	WD40 repeat
EOG093708PX	Aminoacyl-tRNA synthetase, class II
EOG093708PY	Thiamine pyrophosphate enzyme, central domain
EOG093708QA	Spc7 kinetochore protein domain
EOG093708QB	Similarity:Contains PCI domain.
EOG093708QF	Similarity:Belongs to the DEAD box helicase family.
EOG093708QJ	Similarity:Contains 1 SET domain.
EOG093708QY	Similarity:Contains Nop domain.
EOG093708R3	Similarity:Contains Zn(2)-C6 fungal-type DNA-binding domain.
EOG093708SF	CBS domain
EOG093708SK	Phenylalanyl-tRNA synthetase
EOG093708SZ	Similarity:Contains MHD (mu homology) domain.
EOG093708T3	Amidophosphoribosyltransferase
EOG093708TB	SNF2-related, N-terminal domain
EOG093708TH	Similarity:Contains 2 SH3 domains.
EOG093708TM	SET domain
EOG093708TP	GMP synthase
EOG093708TX	Caenorhabditis elegans Protein F59A2.2, isoform b.
EOG093708U0	Protein kinase domain
EOG093708V0	Transcription factor Vhr
EOG093708V4	Ribosomal protein S5 domain 2-type fold
EOG093708V5	DnaJ domain
EOG093708V6	Similarity:Contains Zn(2)-C6 fungal-type DNA-binding domain.
EOG093708V8	Transmembrane:Helical
EOG093708V9	Ataxin-10 domain
EOG093708VI	Zn(2)-C6 fungal-type DNA-binding domain
EOG093708VP	Transmembrane:Helical
EOG093708VT	Epo1p
EOG093708WE	Similarity:Contains 1 F-box domain.
EOG093708WJ	WD40 repeat
EOG093708WL	Similarity:Contains USP domain.
EOG093708XN	Aspartokinase
EOG093708Y4	Pyruvate kinase
EOG093708YD	SAC3/GANP/THP3
EOG093708YI	WD40 repeat
EOG09370917	WD40 repeat
EOG0937091Q	GDP/GTP exchange factor Sec2, N-terminal
EOG0937091Y	DNA ligase, ATP-dependent
EOG09370929	Similarity:Contains N-acetyltransferase domain.
EOG0937092T	MIF4G-like domain
EOG0937092W	Vps53-like, N-terminal
EOG0937094D	WD40 repeat
EOG0937094R	Similarity:Contains LisH domain.
EOG0937095Q	Protein kinase domain
EOG09370962	Similarity:Contains dynamin-type G (guanine nucleotide-binding) domain.
EOG0937096F	WD40/YVTN repeat-like-containing domain
EOG0937096Z	Similarity:Belongs to the SecY/SEC61-alpha family.
EOG09370973	Zn(2)-C6 fungal-type DNA-binding domain
EOG09370975	Cytochrome P450
EOG0937097S	Nucleotide-diphospho-sugar transferases
EOG09370984	WD40 repeat
EOG0937098W	Protein kinase domain
EOG0937099W	BRCT domain
EOG093709BG	Transmembrane:Helical
EOG093709BT	Mitochondrial escape protein 2
EOG093709BZ	Methionyl-tRNA synthetase
EOG093709C6	mRNA capping enzyme, alpha subunit
EOG093709CD	Checkpoint protein Rad17/Rad24
EOG093709CY	Transmembrane:Helical
EOG093709DG	Histone acetyltransferase
EOG093709E7	WD40 repeat
EOG093709E8	Putative uncharacterized protein Sb07g015766
EOG093709E9	Similarity:Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family.
EOG093709EX	Protein kinase domain
EOG093709FE	Translation elongation factor EFTu/EF1A, C-terminal
EOG093709FR	Aminoacyl-tRNA synthetase, class II
EOG093709FW	Thioredoxin domain
EOG093709FX	Transmembrane:Helical
EOG093709G8	Transmembrane:Helical
EOG093709GC	Vacuolar import/degradation, Vid27-related
EOG093709GI	Glial cell line-derived neurotrophic factor receptor
EOG093709GN	WD40-repeat-containing domain
EOG093709H1	Hydroxymethylglutaryl-CoA reductase, class I/II
EOG093709H8	Ribosomal protein Rsm22, bacterial-type
EOG093709HA	Transmembrane:Helical
EOG093709HP	Zinc finger, RING/FYVE/PHD-type
EOG093709HU	Bromodomain
EOG093709IP	Adenosylhomocysteinase
EOG093709IX	Transmembrane:Helical
EOG093709J8	tRNA methyltransferase, Trm1
EOG093709JB	RNA methyltransferase TrmA, active site
EOG093709JG	transcription factor 25 (basic helix-loop-helix)
EOG093709JH	exocyst complex component 2
EOG093709JY	Enolase
EOG093709K7	Similarity:Belongs to the calreticulin family.
EOG093709KR	Pyridoxal phosphate-dependent transferase
EOG093709KT	Transmembrane:Helical
EOG093709LX	Diphthamide synthesis DHP2, eukaryotic
EOG093709M1	Transmembrane:Helical
EOG093709M5	Catalytic Activity:ATP + H(2)O = ADP + phosphate.
EOG093709M6	Transmembrane:Helical
EOG093709M8	Transmembrane:Helical
EOG093709MC	5'-3' exonuclease, C-terminal domain
EOG093709N0	Kinesin-like protein
EOG093709NA	Transmembrane:Helical
EOG093709NC	Pyridoxal phosphate-dependent transferase
EOG093709ND	Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain
EOG093709NE	UTP--glucose-1-phosphate uridylyltransferase family
EOG093709NZ	BIR repeat
EOG093709O9	Aminoacyl-tRNA synthetase, class II
EOG093709OH	Aminopeptidase P, N-terminal
EOG093709OT	Vacuolar protein sorting-associated protein 17
EOG093709P0	AAA+ ATPase domain
EOG093709P3	Similarity:Contains VHS domain.
EOG093709P9	Pyridoxal phosphate-dependent transferase
EOG093709PE	Uncharacterised protein family UPF0061
EOG093709PN	Endonuclease/exonuclease/phosphatase
EOG093709PT	WD40 repeat
EOG093709PU	Transmembrane:Helical
EOG093709Q2	AVL9/DENND6 domain
EOG093709QB	MmgE/PrpD
EOG093709QF	Transmembrane:Helical
EOG093709QJ	Transmembrane:Helical
EOG093709QN	T-complex protein 1 subunit gamma
EOG093709QR	Phosphatidate cytidylyltransferase
EOG093709QT	PINIT domain
EOG093709QU	Arginine-tRNA-protein transferase
EOG093709QW	Transmembrane:Helical
EOG093709RB	Vacuolar fusion protein MON1
EOG093709RW	Transmembrane:Helical
EOG093709S2	ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain
EOG093709S3	Protein kinase domain
EOG093709S4	Checkpoint protein Hus1/Mec3
EOG093709S5	Protein kinase domain
EOG093709S6	Transmembrane:Helical
EOG093709SS	Pyridoxal phosphate-dependent transferase
EOG093709SW	Transmembrane:Helical
EOG093709SZ	Transmembrane:Helical
EOG093709TF	Similarity:Contains Zn(2)-C6 fungal-type DNA-binding domain.
EOG093709TL	Mannitol dehydrogenase
EOG093709U8	Transmembrane:Helical
EOG093709UM	Similarity:Contains Zn(2)-C6 fungal-type DNA-binding domain.
EOG093709V2	Phenylalanyl-tRNA synthetase
EOG093709V4	P-loop containing nucleoside triphosphate hydrolase
EOG093709V8	Zinc finger, PHD-type
EOG093709VH	Similarity:Contains Zn(2)-C6 fungal-type DNA-binding domain.
EOG093709VT	3'5'-cyclic nucleotide phosphodiesterase
EOG093709VZ	RNA recognition motif domain
EOG093709XH	Transmembrane:Helical
EOG093709XK	WW domain
EOG093709Z2	Argininosuccinate lyase
EOG093709Z5	6-phosphogluconate dehydrogenase
EOG093709ZR	Transmembrane:Helical
EOG093709ZS	Active Site:Nucleophile
EOG093709ZT	Transmembrane:Helical
EOG093709ZX	RNA recognition motif domain
EOG09370A07	Serine/threonine-protein phosphatase
EOG09370A1Y	Similarity:Contains FCP1 homology domain.
EOG09370A22	Transmembrane:Helical
EOG09370A2G	Transmembrane:Helical
EOG09370A2H	Similarity:Contains 2 ANK repeats.
EOG09370A3O	WD40 repeat
EOG09370A3X	Transmembrane:Helical
EOG09370A3Z	SLC26A/SulP transporter
EOG09370A41	Tetratricopeptide repeat
EOG09370A47	Transmembrane:Helical
EOG09370A49	mRNA triphosphatase Cet1-like
EOG09370A4H	Protein kinase domain
EOG09370A52	Zinc finger, RING-type
EOG09370A56	NAD kinase
EOG09370A58	Origin recognition complex, subunit 5
EOG09370A5Q	Alcohol acetyltransferase
EOG09370A5W	Argininosuccinate synthase
EOG09370A6T	Histone deacetylase
EOG09370A7U	Rho GTPase activation protein
EOG09370A7V	Transmembrane:Helical
EOG09370A7Z	Tubulin
EOG09370A8A	Mitochondrial splicing suppressor 51, zinc-finger
EOG09370A8K	Phox homologous domain
EOG09370A95	WD40 repeat
EOG09370A9K	Transmembrane:Helical
EOG09370AA3	Citrate synthase
EOG09370AAA	Alpha/Beta hydrolase fold
EOG09370AAO	Transmembrane:Helical
EOG09370AB4	Kinesin-like protein
EOG09370ABF	DNA replication regulator Sld3
EOG09370ABG	Transmembrane:Helical
EOG09370ABK	Similarity:Belongs to the peptidase M16 family.
EOG09370ABR	Chromatin-remodelling complex, RSC SWI/SNF subunit Rsc7/Swp82
EOG09370AC1	Actin patch protein 1
EOG09370AC4	FAD-linked oxidase, C-terminal
EOG09370ACC	WD40 repeat
EOG09370ACD	GDP dissociation inhibitor
EOG09370ACE	Transmembrane:Helical
EOG09370ACU	Cdc37
EOG09370ACV	Transmembrane:Helical
EOG09370ADK	Helicase, C-terminal
EOG09370ADN	Mediator complex, subunit Med13
EOG09370ADO	Tubulin
EOG09370AE6	DEAD/DEAH box helicase domain
EOG09370AE9	Similarity:Contains USP domain.
EOG09370AER	Bromodomain
EOG09370AF1	Transmembrane:Helical
EOG09370AFY	Transmembrane:Helical
EOG09370AG1	Transmembrane:Helical
EOG09370AG3	Transmembrane:Helical
EOG09370AG6	Chorismate-utilising enzyme, C-terminal
EOG09370AG8	Similarity:Contains SEC7 domain.
EOG09370AGD	Pyridoxal phosphate-dependent transferase
EOG09370AGK	DNA-binding protein ABF1
EOG09370AGZ	Similarity:Contains peptidase A1 domain.
EOG09370AH1	Amine oxidase
EOG09370AH9	Actin family
EOG09370AI2	TELO2 interacting protein 1
EOG09370AI8	Transmembrane:Helical
EOG09370AIC	Arrestin-like, N-terminal
EOG09370AID	Arrestin-like, N-terminal
EOG09370AJ9	Transmembrane:Helical
EOG09370AJP	Dihydrolipoyl dehydrogenase
EOG09370AJU	Similarity:Contains VHS domain.
EOG09370AL3	Transmembrane:Helical
EOG09370ALB	Alpha/Beta hydrolase fold
EOG09370ALZ	Aldehyde dehydrogenase domain
EOG09370AMI	Sodium/hydrogen exchanger
EOG09370AMN	Uncharacterized protein
EOG09370AND	Similarity:Contains SWIRM domain.
EOG09370ANF	PPM-type phosphatase domain
EOG09370ANP	Similarity:Contains 1 F-box domain.
EOG09370ANQ	Protein kinase domain
EOG09370AO0	D-arabinono-1,4-lactone oxidase
EOG09370AO7	Similarity:Belongs to the actin family.
EOG09370AOX	N-acyl-phosphatidylethanolamine-hydrolysing phospholipase D
EOG09370APJ	Pyridoxal phosphate-dependent transferase
EOG09370AQ6	Fumarate lyase, N-terminal
EOG09370AQ9	Protoporphyrinogen oxidase
EOG09370AQF	Transmembrane:Helical
EOG09370AQY	Zinc finger, RING-type
EOG09370AR2	Zinc finger, PHD-type
EOG09370AR3	WD40 repeat
EOG09370ARA	Similarity:Belongs to the peptidase M16 family.
EOG09370ARC	Brix domain
EOG09370ARN	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, B subunit
EOG09370AS9	tRNA guanosine-2'-O-methyltransferase, TRM11
EOG09370ASE	Zinc finger, RING-type
EOG09370ASK	DnaJ domain
EOG09370ASN	6-phosphofructo-2-kinase
EOG09370ATJ	RuvB-like
EOG09370ATP	Similarity:Belongs to the GDA1/CD39 NTPase family.
EOG09370AU2	Vesicle tethering protein Uso1/P115-like , head domain
EOG09370AU3	Mediator complex, subunit Med14
EOG09370AUA	Transmembrane:Helical
EOG09370AUZ	ATPase expression protein 2, mitochondrial
EOG09370AV1	WD40 repeat
EOG09370AVE	Transmembrane:Helical
EOG09370AW6	Mannose-6-phosphate isomerase
EOG09370AWR	Autophagy-related protein 13
EOG09370AXA	Uncharacterised protein family UPF0592
EOG09370AXF	Glutamate/phenylalanine/leucine/valine dehydrogenase
EOG09370AXM	Nucleolar protein 14
EOG09370AZS	ATPase, AAA-type, core
EOG09370AZV	Vps72/YL1 family
EOG09370B0K	Similarity:Contains MHD (mu homology) domain.
EOG09370B0M	Bacterial surface antigen (D15)
EOG09370B0R	DEAD/DEAH box helicase domain
EOG09370B1B	Transmembrane:Helical
EOG09370B1L	Alpha-D-phosphohexomutase, alpha/beta/alpha I/II/III
EOG09370B22	GTP binding domain
EOG09370B2P	Mitochondrial distribution and morphology protein 10
EOG09370B36	ATPase, AAA-type, core
EOG09370B3I	Peptide chain release factor eRF1/aRF1
EOG09370B3M	Transmembrane:Helical
EOG09370B3N	Adenylosuccinate lyase
EOG09370B3V	Endoplasmic reticulum oxidoreductin 1
EOG09370B4A	Transmembrane:Helical
EOG09370B4T	Peptidase M18
EOG09370B4Z	Arf3-interacting protein 1, N-terminal domain
EOG09370B65	Similarity:Contains CTLH domain.
EOG09370B7D	Transmembrane:Helical
EOG09370B84	Cytochrome c lysine N-methyltransferase 1
EOG09370B8C	GTP cyclohydrolase II
EOG09370B8Q	Similarity:Belongs to the DEAD box helicase family.
EOG09370B8S	Similarity:Contains 1 F-box domain.
EOG09370B8T	Protein kinase domain
EOG09370B97	Transmembrane:Helical
EOG09370B9Z	2-isopropylmalate synthase
EOG09370BA6	DEAD/DEAH box helicase domain
EOG09370BBR	PUA domain
EOG09370BC3	Transmembrane:Helical
EOG09370BCN	Tryptophan synthase beta subunit-like PLP-dependent enzyme
EOG09370BCZ	Similarity:Belongs to the DEAD box helicase family.
EOG09370BDN	NAD(P)-binding domain
EOG09370BDQ	Transcription factor TFIIH subunit p52/Tfb2
EOG09370BDU	Zn(2)-C6 fungal-type DNA-binding domain
EOG09370BDW	Ribonuclease P/MRP, subunit POP1
EOG09370BE3	WD40 repeat
EOG09370BE4	AP endonuclease 1
EOG09370BFB	WD40 repeat
EOG09370BFW	Rhodanese-like domain
EOG09370BGO	THO complex 1
EOG09370BGZ	Pyridoxal phosphate-dependent transferase
EOG09370BHD	CBM21 (carbohydrate binding type-21) domain
EOG09370BHE	Aldehyde dehydrogenase domain
EOG09370BHM	Transmembrane:Helical
EOG09370BI0	Similarity:Belongs to the SecY/SEC61-alpha family.
EOG09370BIM	Pyridoxamine kinase/Phosphomethylpyrimidine kinase
EOG09370BJ6	Aminoacyl-tRNA synthetase, class II
EOG09370BJE	PSP, proline-rich
EOG09370BJQ	Glutathione synthase, eukaryotic
EOG09370BK3	Kinetochore-associated protein Dsn1/Mis13
EOG09370BK4	WD40/YVTN repeat-like-containing domain
EOG09370BK5	TFIIH subunit Tfb1/p62
EOG09370BKD	Glucose-6-phosphate isomerase
EOG09370BKO	Similarity:Contains MHD (mu homology) domain.
EOG09370BKV	Transmembrane:Helical
EOG09370BLN	Target SNARE coiled-coil homology domain
EOG09370BM6	Transmembrane:Helical
EOG09370BM9	KIAA1147
EOG09370BMO	Ras association (RalGDS/AF-6) domain family (N-terminal) member 9
EOG09370BN7	Transmembrane:Helical
EOG09370BNN	Adenylate cyclase-associated CAP
EOG09370BOC	Similarity:Belongs to the cyclin family.
EOG09370BON	Acyl-CoA N-acyltransferase
EOG09370BPB	FAD-dependent oxidoreductase 2, FAD binding domain
EOG09370BPY	SKI-interacting protein, SKIP
EOG09370BQE	ATPase, AAA-type, core
EOG09370BQO	Polyribonucleotide 5-hydroxyl-kinase Clp1
EOG09370BQP	Serine hydroxymethyltransferase
EOG09370BQW	Armadillo-type fold
EOG09370BR1	Pyridoxal phosphate-dependent transferase
EOG09370BRK	golgin A1
EOG09370BRM	Karyogamy protein, KAR9
EOG09370BS4	SWIB/MDM2 domain
EOG09370BSD	PWI domain
EOG09370BT2	Transmembrane:Helical
EOG09370BTJ	Similarity:Belongs to the alpha-IPM synthase/homocitrate synthase family.
EOG09370BTR	Histone deacetylation protein Rxt3
EOG09370BUP	Similarity:Contains 1 PH domain.
EOG09370BW9	Glycoside hydrolase, catalytic domain
EOG09370BWI	LPPG:FO 2-phospho-L-lactate transferase CofD/UPF0052
EOG09370BWK	Transmembrane:Helical
EOG09370BWN	Similarity:Contains USP domain.
EOG09370BWX	Sas10 C-terminal domain
EOG09370BX2	THIF-type NAD/FAD binding fold
EOG09370BXH	Nicotinate phosphoribosyltransferase
EOG09370BXN	Pyridoxal phosphate-dependent transferase
EOG09370BY9	Transmembrane:Helical
EOG09370BYR	Transmembrane:Helical
EOG09370BYX	SPRY domain
EOG09370BZ4	Similarity:Contains 2 ANK repeats.
EOG09370BZW	Transmembrane:Helical
EOG09370C25	PUA domain
EOG09370C29	RNA recognition motif domain
EOG09370C2B	Aminopeptidase P, N-terminal
EOG09370C2I	CBS domain
EOG09370C2R	Structure-specific endonuclease subunit Slx4
EOG09370C3W	DEAD/DEAH box helicase domain
EOG09370C45	SLC26A/SulP transporter
EOG09370C4E	Glutamate decarboxylase
EOG09370C4J	Cytochrome P450
EOG09370C4L	Aldehyde dehydrogenase domain
EOG09370C4N	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
EOG09370C56	LsmAD domain
EOG09370C5A	RNA polymerase III subunit RPC82-related, helix-turn-helix
EOG09370C5F	ATPase, AAA-type, core
EOG09370C5J	Survival factor 1 family
EOG09370C5V	Transmembrane:Helical
EOG09370C5Y	RNA (C5-cytosine) methyltransferase
EOG09370C6B	Transmembrane:Helical
EOG09370C6S	Zn(2)-C6 fungal-type DNA-binding domain
EOG09370C6Y	Transmembrane:Helical
EOG09370C79	Transmembrane:Helical
EOG09370C7I	Armadillo-type fold
EOG09370C7K	Mitochondrial protein Pet127
EOG09370C9C	ATP-grasp fold
EOG09370CAA	Bromodomain
EOG09370CAN	Zinc finger, ZPR1-type
EOG09370CAO	RNA recognition motif domain
EOG09370CAV	DIS3-like exonuclease 2
EOG09370CB2	Transmembrane:Helical
EOG09370CBS	Pyridoxal phosphate-dependent transferase
EOG09370CBX	Transmembrane:Helical
EOG09370CC1	Aldo/keto reductase/potassium channel subunit beta
EOG09370CC7	Transmembrane:Helical
EOG09370CCN	Ribosomal protein S5 domain 2-type fold
EOG09370CCR	Mediator complex, subunit Med1
EOG09370CCS	hypothetical protein
EOG09370CDC	Tubulin
EOG09370CDL	Protein kinase domain
EOG09370CDO	Transmembrane:Helical
EOG09370CEH	Zinc finger, GATA-type
EOG09370CEI	DML1/Misato, tubulin domain
EOG09370CER	Gcp-like domain
EOG09370CEU	RALY RNA binding protein-like
EOG09370CF1	Transmembrane:Helical
EOG09370CF5	WD40 repeat
EOG09370CG5	Transmembrane:Helical
EOG09370CH4	High mobility group box domain
EOG09370CIE	Cytochrome P450
EOG09370CIR	Ferrochelatase
EOG09370CIV	Similarity:Contains 1 KH domain.
EOG09370CJ0	Meiosis specific protein Spo22/ZIP4/TEX11
EOG09370CJA	Spo11/DNA topoisomerase VI subunit A
EOG09370CK0	Transmembrane:Helical
EOG09370CK6	TFIIEalpha/SarR/Rpc3 HTH domain
EOG09370CKL	S-adenosylmethionine decarboxylase
EOG09370CKP	Translation elongation factor EFTu/EF1A, domain 2
EOG09370CL1	Isocitrate lyase
EOG09370CL6	Protein phosphatase 2A, regulatory B subunit, B56
EOG09370CN1	Transmembrane:Helical
EOG09370CNE	Zinc finger, C2H2
EOG09370CP0	Similarity:Contains 3 ANK repeats.
EOG09370CPY	Similarity:Belongs to the short-chain dehydrogenases/reductases (SDR) family.
EOG09370CQ9	Similarity:Belongs to the DEAD box helicase family.
EOG09370CRB	ATPase, V1 complex, subunit C
EOG09370CRL	Chromatin-remodelling complex, RSC SWI/SNF subunit Rsc7/Swp82
EOG09370CS3	Tetratricopeptide repeat
EOG09370CSH	Similarity:Belongs to the class-II aminoacyl-tRNA synthetase family.
EOG09370CSP	Transmembrane:Helical
EOG09370CTF	Transmembrane:Helical
EOG09370CTG	Transmembrane:Helical
EOG09370CTJ	TRAPP II complex, Trs65
EOG09370CTU	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit
EOG09370CUI	Transmembrane:Helical
EOG09370CUM	Centromere protein N
EOG09370CUR	5'-3' exonuclease, C-terminal domain
EOG09370CUZ	RNA recognition motif domain
EOG09370CVS	Pre-mRNA splicing Prp18-interacting factor
EOG09370CVV	Homeobox domain
EOG09370CW4	Similarity:Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family.
EOG09370CWG	Fatty acid desaturase, type 1, core
EOG09370CWU	Pyridoxal phosphate-dependent transferase
EOG09370CWY	Cytoplasmic tRNA 2-thiolation protein 2
EOG09370CX3	ATPase, AFG1-like
EOG09370CXK	Tryptophan-tRNA ligase
EOG09370CXN	Beta-ketoacyl synthase, active site
EOG09370CZ0	SAM-dependent methyltransferase TRM5/TYW2-type
EOG09370CZ5	Ubiquinone biosynthesis hydroxylase UbiH/COQ6
EOG09370CZT	Zinc finger, RING-type
EOG09370CZU	Pentatricopeptide repeat (PPR) superfamily protein
EOG09370D0R	CDP-alcohol phosphatidyltransferase
EOG09370D0S	Arrestin C-terminal-like domain
EOG09370D11	DhaL domain
EOG09370D13	Tetratricopeptide-like helical domain
EOG09370D1I	Transmembrane:Helical
EOG09370D2H	ATPase, AAA-type, core
EOG09370D2P	Transmembrane:Helical
EOG09370D2T	RNA recognition motif domain
EOG09370D2V	Transmembrane:Helical
EOG09370D30	Telomere length regulation protein, conserved domain
EOG09370D44	DNA replication checkpoint mediator, MRC1 domain
EOG09370D49	FAD/NAD(P)-binding domain
EOG09370D4F	Transmembrane:Helical
EOG09370D4M	ATPase, AAA-type, core
EOG09370D59	Phosphoglycerate kinase
EOG09370D5P	Similarity:Contains 3 KH domains.
EOG09370D5X	Transmembrane:Helical
EOG09370D6I	Transmembrane:Helical
EOG09370D6V	Transcription initiation factor Rrn11
EOG09370D6Y	Histidine biosynthesis
EOG09370D79	WD40 repeat
EOG09370D7B	Similarity:Belongs to the DEAD box helicase family.
EOG09370D7F	EH domain
EOG09370D7T	UbiD decarboxylyase family
EOG09370D7V	Similarity:Belongs to the actin family.
EOG09370D84	Histidine phosphatase superfamily
EOG09370D8Q	Aminoacyl-tRNA synthetase, class II
EOG09370D8U	Transmembrane:Helical
EOG09370D9M	Zn(2)-C6 fungal-type DNA-binding domain
EOG09370DAB	ATPase, AAA-type, core
EOG09370DAC	Pyridoxal phosphate-dependent transferase
EOG09370DAE	Hexapeptide repeat
EOG09370DB1	DNA polymerase beta, N-terminal domain
EOG09370DBA	WD40 repeat
EOG09370DBU	cyclin D binding myb-like transcription factor 1
EOG09370DC3	Pyridoxal phosphate-dependent transferase
EOG09370DC4	Autophagy-related protein 31
EOG09370DD5	Phox homologous domain
EOG09370DDP	Histidine phosphatase superfamily
EOG09370DFB	Ketopantoate reductase, C-terminal domain
EOG09370DFM	Transmembrane:Helical
EOG09370DHQ	SMI1/KNR4-like domain
EOG09370DHV	SKP1/BTB/POZ domain
EOG09370DHZ	Predicted protein
EOG09370DI2	Similarity:Contains 1 basic helix-loop-helix (bHLH) domain.
EOG09370DID	Zinc finger, RING/FYVE/PHD-type
EOG09370DIL	Glycoside hydrolase, catalytic domain
EOG09370DJ4	Ammonium transporter
EOG09370DJD	Cell wall protein YJL171C/Tos1
EOG09370DK1	Similarity:Contains MHD (mu homology) domain.
EOG09370DK4	Similarity:Contains PCI domain.
EOG09370DK8	Transmembrane:Helical
EOG09370DKD	ATPase, AAA-type, core
EOG09370DKF	Spermidine/spermine synthases
EOG09370DKM	Aspartic peptidase
EOG09370DMH	Transmembrane:Helical
EOG09370DN3	Transmembrane:Helical
EOG09370DNL	Histone deacetylase domain
EOG09370DNO	Malate synthase
EOG09370DNS	Similarity:Contains GPS domain.
EOG09370DO3	Similarity:Contains CTLH domain.
EOG09370DO5	DNA polymerase delta/II small subunit family
EOG09370DOC	Caenorhabditis elegans Protein F31F4.11 (F31F4.11) mRNA, complete cds.
EOG09370DOQ	UBX domain
EOG09370DP4	NADPH:adrenodoxin oxidoreductase, mitochondrial
EOG09370DP7	Cysteine-tRNA ligase
EOG09370DPD	Transmembrane:Helical
EOG09370DPN	Peptidase S8, subtilisin, His-active site
EOG09370DQ0	Similarity:Contains 1 ANK repeat.
EOG09370DQ2	MIF4G-like domain
EOG09370DQ6	GIT, Spa2 homology (SHD) domain
EOG09370DQY	Isocitrate dehydrogenase
EOG09370DRC	Transmembrane:Helical
EOG09370DRI	Similarity:Belongs to the G-protein coupled receptor 1 family.
EOG09370DS4	Transcription initiation factor IIF, beta subunit
EOG09370DSD	Leucine-rich repeat domain, L domain-like
EOG09370DSF	DNA primase, large subunit, eukaryotic
EOG09370DSM	ATPase, V0 complex, subunit d
EOG09370DSP	WD40 repeat
EOG09370DSV	Guanine deaminase
EOG09370DTG	Armadillo-like helical
EOG09370DTM	Ribosomal protein L3
EOG09370DTX	Similarity:Contains Arf-GAP domain.
EOG09370DU5	RAI1-like
EOG09370DUK	S-adenosylmethionine synthetase
EOG09370DUR	Ribonuclease H-like domain
EOG09370DV4	DNA primase, small subunit
EOG09370DV8	Splicing factor 3A subunit 3
EOG09370DVA	Transmembrane:Helical
EOG09370DVC	Transmembrane:Helical
EOG09370DVF	Rab-GTPase-TBC domain
EOG09370DWG	Microtubule-associated protein, MAP65/Ase1/PRC1
EOG09370DWL	Peptide chain release factor
EOG09370DX4	Active Site:Nucleophile
EOG09370DXT	SANT/Myb domain
EOG09370DYC	WD40 repeat
EOG09370DYK	Mitochondrial matrix Mmp37
EOG09370DYW	Transmembrane:Helical
EOG09370DYY	Peptidase M24A, methionine aminopeptidase, subfamily 2
EOG09370DZH	Aldolase-type TIM barrel
EOG09370E03	Transmembrane:Helical
EOG09370E09	2-oxoacid dehydrogenase acyltransferase, catalytic domain
EOG09370E0P	TLDc domain
EOG09370E0Q	Spindle assembly checkpoint component Mad1
EOG09370E0Y	Tryptophan-tRNA ligase
EOG09370E1B	Similarity:Contains 1 EF-1-gamma C-terminal domain.
EOG09370E1N	Domain of unknown function DUF630
EOG09370E2E	Alpha/Beta hydrolase fold
EOG09370E2L	Transmembrane:Helical
EOG09370E2S	Zinc finger, C2H2
EOG09370E36	Histone acetyltransferase type B, catalytic subunit
EOG09370E3J	Kinetochore protein Nuf2
EOG09370E3M	AP180 N-terminal homology (ANTH) domain
EOG09370E45	WD40 repeat
EOG09370E4K	Tetratricopeptide repeat
EOG09370E4N	Similarity:Belongs to the 3-beta-HSD family.
EOG09370E4U	Winged helix-turn-helix DNA-binding domain
EOG09370E4W	Bystin
EOG09370E5M	Transcriptional coactivator Hfi1/Transcriptional adapter 1
EOG09370E63	Active Site:Nucleophile
EOG09370E6K	Transmembrane:Helical
EOG09370E6Z	Saccharopine dehydrogenase
EOG09370E7K	Transmembrane:Helical
EOG09370E85	Nitrogen permease regulator 2
EOG09370E86	Transmembrane:Helical
EOG09370E8M	Dehydrogenase, E1 component
EOG09370E8S	ATPase, V1 complex, subunit H
EOG09370E8W	Thioredoxin
EOG09370E8X	Protein kinase domain
EOG09370E93	Similarity:Contains Zn(2)-C6 fungal-type DNA-binding domain.
EOG09370E9Z	RNA recognition motif domain
EOG09370EA4	KRAB-A domain containing 2
EOG09370EA8	Metal-dependent hydrolase
EOG09370EBL	Immunoglobulin
EOG09370EC2	Rad21/Rec8-like protein, C-terminal
EOG09370EC7	Transcription factor Spt20
EOG09370EC9	Hexokinase
EOG09370ECY	Metallo-beta-lactamase
EOG09370ED4	Asparaginase/glutaminase
EOG09370EDQ	Similarity:Belongs to the cyclin family.
EOG09370EDY	Yap1 redox domain
EOG09370EE4	Signal recognition particle, SRP54 subunit
EOG09370EEC	RIO kinase
EOG09370EEM	Folylpolyglutamate synthetase
EOG09370EES	Glycerol-3-phosphate dehydrogenase, NAD-dependent
EOG09370EF3	Armadillo-type fold
EOG09370EFD	RNA-processing protein REF2
