ortho_cluster;name_cluster
EOG092D2PEN;Translation initiation factor IF2/IF5
EOG092D2PES;Ribosomal protein S5
EOG092D2PJJ;DnaJ domain
EOG092D2PJQ;Transmembrane:Helical
EOG092D2PK6;Serine/threonine-protein phosphatase
EOG092D2PL3;Inositol polyphosphate kinase
EOG092D2PM6;Transmembrane:Helical
EOG092D2PMK;YjeF N-terminal domain
EOG092D2PUW;Transmembrane:Helical
EOG092D2PVH;Nse4/EID family
EOG092D2PVX;P-loop containing nucleoside triphosphate hydrolase
EOG092D2PWY;Checkpoint protein Hus1/Mec3
EOG092D2PYP;Similarity:Belongs to the cyclin family.
EOG092D2Q01;Transmembrane:Helical
EOG092D2Q04;Ribosomal protein L4/L1e
EOG092D2Q0H;Pentatricopeptide repeat
EOG092D2Q11;DNA replication checkpoint mediator, MRC1 domain
EOG092D2Q2D;Zinc finger, CCHC-type
EOG092D2Q3G;Transmembrane:Helical
EOG092D2Q7D;Transmembrane:Helical
EOG092D2Q7Z;P-loop containing nucleoside triphosphate hydrolase
EOG092D2QAD;Septin
EOG092D2QBA;Transmembrane:Helical
EOG092D2QCA;Transcription initiation factor TFIID
EOG092D2QED;Ulp1 protease family, C-terminal catalytic domain
EOG092D2QEQ;DNA helicase
EOG092D2QGC;Eukaryotic porin/Tom40
EOG092D2QHI;Domain of unknown function DUF3835
EOG092D2QKF;Pex19 protein
EOG092D2QL7;Septin
EOG092D2QLD;Ribosomal RNA large subunit methyltransferase F-like
EOG092D2QLR;sequence orphan
EOG092D2QM7;Oxidoreductase, FAD-binding domain
EOG092D2QPK;Active Site:Proton donor
EOG092D2QQQ;Zinc finger, RING-type
EOG092D2QSP;Zinc finger, C2H2
EOG092D2QXA;CDP-alcohol phosphatidyltransferase
EOG092D2QXG;RNA polymerase II-binding domain
EOG092D2QY5;Arf3-interacting protein 1, N-terminal domain
EOG092D2QYB;Similarity:Belongs to the peptidase M48B family.
EOG092D2QYY;TFIIH subunit Tfb4/p34
EOG092D2QZH;Protein kinase domain
EOG092D2R05;Similarity:Contains 1 SH3 domain.
EOG092D2R0J;Transmembrane:Helical
EOG092D2R1W;F-box protein Pof13
EOG092D2R1Y;Short-chain dehydrogenase/reductase SDR
EOG092D2R28;L-lysine 6-monooxygenase/L-ornithine 5-monooxygenase
EOG092D2R3O;Small GTPase superfamily
EOG092D2R9O;Similarity:Contains JmjC domain.
EOG092D2RAD;Phenazine biosynthesis PhzF protein
EOG092D2RAL;WD40 repeat
EOG092D2RBH;DNA-directed RNA polymerase, RpoA/D/Rpb3-type
EOG092D2RFD;WD40 repeat
EOG092D2RFO;WD40 repeat
EOG092D2RFR;Delta-aminolevulinic acid dehydratase
EOG092D2RFS;Gtr1/RagA G protein
EOG092D2RG6;Fructose-1,6-bisphosphatase
EOG092D2RJ9;Tyrosyl-tRNA synthetase
EOG092D2RJR;Lipin/Ned1/Smp2 (LNS2)
EOG092D2RK0;Histidine phosphatase superfamily
EOG092D2RM1;TRAPP complex subunit Trs65 (predicted)
EOG092D2RN7;Ribosomal RNA adenine methylase transferase, N-terminal
EOG092D2RNJ;Similarity:Belongs to the peptidase M16 family.
EOG092D2ROH;Transmembrane:Helical
EOG092D2RP6;CBS domain
EOG092D2RRQ;Transmembrane:Helical
EOG092D2RV3;Centromere protein N
EOG092D2RXT;DNA polymerase III, clamp loader complex, gamma/delta/delta subunit, C-terminal
EOG092D2S6W;RNA polymerase Rpc34
EOG092D2SCW;Transmembrane:Helical
EOG092D2SE1;Protein kinase domain
EOG092D2SFT;Similarity:Contains 3 KH domains.
EOG092D2SH2;SGF29 tudor-like domain
EOG092D2SHG;Similarity:Belongs to the mitochondrial carrier (TC 2.A.29) family.
EOG092D2SHK;Scramblase
EOG092D2SJQ;Similarity:Contains FCP1 homology domain.
EOG092D2SLM;Thioredoxin reductase
EOG092D2SMH;Transmembrane:Helical
EOG092D2SPC;Arginine-tRNA-protein transferase
EOG092D2SPT;GTP binding domain
EOG092D2SRH;Clp1-interacting protein Nsk1
EOG092D2SUI;Protein of unknown function DUF1750, fungi
EOG092D2SV5;EEIG1/EHBP1 N-terminal domain
EOG092D2SVD;Nibrin, second BRCT domain
EOG092D2SZZ;AATF leucine zipper-containing domain
EOG092D2T05;sequence orphan
EOG092D2T1F;Isopropylmalate dehydrogenase
EOG092D2T34;Homocysteine-binding domain
EOG092D2T3Z;ATPase, V0 complex, subunit d
EOG092D2T4X;RNA methyltransferase TrmA, active site
EOG092D2T58;sequence orphan
EOG092D2TA8;Tetrapyrrole biosynthesis, uroporphyrinogen III synthase
EOG092D2TBK;Gcp-like domain
EOG092D2TBN;Protein kinase domain
EOG092D2TBX;FAD dependent oxidoreductase
EOG092D2TDG;Alpha/Beta hydrolase fold
EOG092D2TE4;Programmed cell death protein 2, C-terminal
EOG092D2TEO;Glutamate N-acetyltransferase
EOG092D2TGB;Transmembrane:Helical
EOG092D2TLM;Uncharacterised protein family UPF0363
EOG092D2TLV;WD40 repeat
EOG092D2TN4;U1 snRNP-associated protein Usp109
EOG092D2TPW;Phosphatidylserine decarboxylase-related
EOG092D2TR0;Electron transfer flavoprotein, alpha subunit
EOG092D2TS7;GTP binding domain
EOG092D2TV5;WD40 repeat
EOG092D2TYP;tRNA-specific 2-thiouridylase
EOG092D2TZ4;Peptidase C14, caspase domain
EOG092D2U1I;meiosis-specific cyclin Rem1
EOG092D2U1L;Adenosine kinase
EOG092D2U2M;Mitochondrial homologous recombination protein 1
EOG092D2U5N;Ubiquinol-cytochrome c chaperone, CBP3
EOG092D2U6K;sequence orphan
EOG092D2U8Y;Brix domain
EOG092D2U9L;Protein of unknown function DUF2347
EOG092D2U9Y;WD40 repeat
EOG092D2UAR;Protein HGH1 N-terminal
EOG092D2UBG;Transmembrane:Helical
EOG092D2UBP;Similarity:Contains SEC7 domain.
EOG092D2UBV;Transmembrane:Helical
EOG092D2UCZ;Pyridoxamine 5'-phosphate oxidase
EOG092D2UD3;Transmembrane:Helical
EOG092D2UDK;SUN family
EOG092D2UFS;Phosphotyrosyl phosphatase activator
EOG092D2UGI;Transmembrane:Helical
EOG092D2UGK;Protein prenyltransferase, alpha subunit
EOG092D2UJS;Nin one binding (NOB1) Zn-ribbon-like
EOG092D2ULE;Alcohol dehydrogenase superfamily, zinc-type
EOG092D2UPG;Similarity:Contains G-patch domain.
EOG092D2UTH;Similarity:Contains 1 SH3 domain.
EOG092D2UV6;Transmembrane:Helical
EOG092D2UVB;Transmembrane:Helical
EOG092D2UWC;Methyltransferase-like
EOG092D2V1B;Arfaptin homology (AH) domain/BAR domain
EOG092D2V2F;Transcriptional activator NFYC/HAP5 subunit
EOG092D2V2V;Aminoacyl-tRNA synthetase, class II
EOG092D2V71;Aldo/keto reductase/potassium channel subunit beta
EOG092D2V82;sequence orphan
EOG092D2V9H;D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain
EOG092D2VBA;WD40 repeat
EOG092D2VBX;RNA recognition motif domain
EOG092D2VCN;Mini-chromosome maintenance complex-binding protein
EOG092D2VEA;Cytoplasmic tRNA 2-thiolation protein 2
EOG092D2VEC;Ribosomal protein S5 domain 2-type fold, subgroup
EOG092D2VEO;Transmembrane:Helical
EOG092D2VEY;Similarity:Contains USP domain.
EOG092D2VFX;Zinc finger, RING-type
EOG092D2VGZ;Transmembrane:Helical
EOG092D2VL1;Similarity:Contains PCI domain.
EOG092D2VLH;RNA recognition motif domain
EOG092D2VOH;Transmembrane:Helical
EOG092D2VOM;Similarity:Belongs to the mitochondrial carrier (TC 2.A.29) family.
EOG092D2VRU;Similarity:Contains 2 PH domains.
EOG092D2VUP;Zinc finger, C2H2
EOG092D2VWC;Mediator complex, subunit Med6
EOG092D2VWO;Protein BTN
EOG092D2VXL;Similarity:Belongs to the mitochondrial carrier (TC 2.A.29) family.
EOG092D2VYQ;Sas10/Utp3/C1D
EOG092D2VZF;Ribosome biogenesis protein Nop53/GLTSCR2
EOG092D2W17;Protein kinase domain
EOG092D2W25;Transmembrane:Helical
EOG092D2W27;Transmembrane:Helical
EOG092D2W3S;Sterile alpha motif/pointed domain
EOG092D2W4H;Ferrochelatase
EOG092D2W7U;Septin
EOG092D2W8M;Adenosine deaminase/editase
EOG092D2W90;Similarity:Contains 1 SET domain.
EOG092D2WAT;Similarity:Belongs to the UPP synthase family.
EOG092D2WBU;RecA family ATPase Rlp1
EOG092D2WC7;Transmembrane:Helical
EOG092D2WIO;PUA domain
EOG092D2WL3;GRIP
EOG092D2WN7;Reduced growth phenotype protein 1
EOG092D2WPT;Coatomer, epsilon subunit
EOG092D2WR5;19S proteasome regulatory subunit rpn1302
EOG092D2WRG;Ubiquitin-activating enzyme, E1, active site
EOG092D2WRH;Exoribonuclease, phosphorolytic domain 1
EOG092D2WSJ;Ornithine cyclodeaminase, N-terminal
EOG092D2WSW;Similarity:Contains 1 EF-1-gamma C-terminal domain.
EOG092D2WUW;Thiamine thiazole synthase
EOG092D2WVI;Similarity:Belongs to the mitochondrial carrier (TC 2.A.29) family.
EOG092D2X00;Transmembrane:Helical
EOG092D2X07;Tetratricopeptide-like helical domain
EOG092D2X2E;Alpha/beta knot methyltransferases
EOG092D2X2T;nuclear rim protein Amo1
EOG092D2X33;RNA-silencing factor Ers1
EOG092D2X6T;Methylthioribose-1-phosphate isomerase
EOG092D2X7E;Wings apart-like protein
EOG092D2X7M;WD40 repeat
EOG092D2X9K;Similarity:Contains 1 SH3 domain.
EOG092D2XAA;L-lactate dehydrogenase
EOG092D2XBR;Bacterial surface antigen (D15)
EOG092D2XJY;WD40 repeat
EOG092D2XMU;Pyridoxal phosphate-dependent transferase
EOG092D2XNC;ubiquitin-like protein
EOG092D2XOE;Histone deacetylase superfamily
EOG092D2XS7;ATPase, V1 complex, subunit H
EOG092D2XSD;Winged helix-turn-helix DNA-binding domain
EOG092D2XUX;Similarity:Belongs to the mitochondrial carrier (TC 2.A.29) family.
EOG092D2XWT;Active Site:Proton acceptor
EOG092D2XYM;P-loop containing nucleoside triphosphate hydrolase
EOG092D2XZP;NodB homology domain
EOG092D2XZY;Dual specificity phosphatase
EOG092D2Y1Y;Protein kinase domain
EOG092D2Y2N;Transmembrane:Helical
EOG092D2Y2V;RNA recognition motif domain
EOG092D2Y3Z;Similarity:Belongs to the mitochondrial carrier (TC 2.A.29) family.
EOG092D2Y6K;Actin-related protein 2/3 complex subunit 2
EOG092D2Y9W;RNA polymerase I associated factor, A49-like
EOG092D2YA1;Similarity:Contains 1 SET domain.
EOG092D2YAG;Histone acetyltransferase type B, catalytic subunit
EOG092D2YC3;Ribokinase-like
EOG092D2YG6;Transmembrane:Helical
EOG092D2YGX;Similarity:Contains FCP1 homology domain.
EOG092D2YIS;Survival factor 1 family
EOG092D2YJS;Transmembrane:Helical
EOG092D2YLQ;Septin
EOG092D2YOQ;Kinetochore protein Nuf2
EOG092D2YQC;Brix domain
EOG092D2YQS;Eukaryotic translation initiation factor 3 subunit H
EOG092D2YS4;Sulfurtransferase
EOG092D2YVT;TGS-like domain
EOG092D2YW6;RNA recognition motif domain
EOG092D2Z0K;Transmembrane:Helical
EOG092D2Z2X;UPF0300 protein C737.04
EOG092D2Z5Z;Transmembrane:Helical
EOG092D2Z7W;SUN family
EOG092D2Z99;SMI1/KNR4-like domain
EOG092D2ZDK;Active Site:Tele-phosphohistidine intermediate
EOG092D2ZKG;GINS complex
EOG092D2ZOY;Domain of unknown function DUF1989
EOG092D2ZQ2;Glutathione S-transferase, C-terminal-like
EOG092D2ZRK;WD40 repeat
EOG092D2ZS9;Zinc finger, CCCH-type
EOG092D2ZTQ;Alcohol dehydrogenase superfamily, zinc-type
EOG092D2ZU3;CRAL-TRIO domain-containing protein C365.01
EOG092D2ZVF;Similarity:Belongs to the mitochondrial carrier (TC 2.A.29) family.
EOG092D2ZWD;Transmembrane:Helical
EOG092D2ZWY;Gtr1/RagA G protein
EOG092D2ZX0;Copper fist DNA-binding domain
EOG092D2ZXT;Transmembrane:Helical
EOG092D2ZZE;Class II aldolase/adducin N-terminal
EOG092D3014;Acetyltransferase component of pyruvate dehydrogenase complex
EOG092D3034;5'-3' exonuclease, C-terminal domain
EOG092D3039;Transmembrane:Helical
EOG092D3049;Similarity:Belongs to the MIP/aquaporin (TC 1.A.8) family.
EOG092D304F;Zinc finger, CCCH-type
EOG092D304V;Similarity:Belongs to the 3-beta-HSD family.
EOG092D305D;GTP binding domain
EOG092D3076;Deoxyhypusine synthase
EOG092D308Q;Zinc finger, DHHC-type, palmitoyltransferase
EOG092D309J;Potential Queuosine, Q, salvage protein family
EOG092D30AA;AAA+ ATPase domain
EOG092D30AW;Brix domain
EOG092D30CB;WD40 repeat
EOG092D30F8;Proteasome B-type subunit
EOG092D30H2;Similarity:Contains PCI domain.
EOG092D30H5;Ribose-phosphate pyrophosphokinase, N-terminal domain
EOG092D30LJ;TORC1 subunit Tco89
EOG092D30NH;Origin recognition complex, subunit 5
EOG092D30O9;Similarity:Belongs to the short-chain dehydrogenases/reductases (SDR) family.
EOG092D30SW;Eukaryotic translation initiation factor 3 subunit F
EOG092D30WP;WD40 repeat
EOG092D30YL;CobW/HypB/UreG domain
EOG092D310R;Swr1 complex subunit Swc3
EOG092D310Y;Transmembrane:Helical
EOG092D315P;GRIP and coiled-coil domain-containing protein C27D7.02c
EOG092D31AC;Tea1 anchoring protein Mod5
EOG092D31CV;Tetrapyrrole methylase
EOG092D31FN;Transmembrane:Helical
EOG092D31N1;Similarity:Contains USP domain.
EOG092D31TU;S-adenosyl-L-methionine-dependent methyltransferase
EOG092D31TX;Transmembrane:Helical
EOG092D31U4;TLDc domain
EOG092D31X5;Glycine cleavage T-protein, C-terminal barrel domain
EOG092D31Z3;Transcription factor IIS, N-terminal
EOG092D3223;Transmembrane:Helical
EOG092D323D;Active Site:Nucleophile
EOG092D326X;Transcription factor Spt20
EOG092D329B;Adenylyl cyclase-associated protein
EOG092D32BE;Las1-like
EOG092D32GM;Pyrroline-5-carboxylate reductase
EOG092D32NF;Lysine methyltransferase
EOG092D32P7;Transmembrane:Helical
EOG092D32PY;25S rRNA (adenine(2142)-N(1))-methyltransferase, Bmt2
EOG092D32QY;Checkpoint protein Rad17/Rad24
EOG092D32SI;Exoribonuclease, phosphorolytic domain 1
EOG092D32VK;Arrestin C-terminal-like domain
EOG092D32X3;Transmembrane:Helical
EOG092D32X5;P-loop containing nucleoside triphosphate hydrolase
EOG092D32X8;Fatty acid hydroxylase
EOG092D32XA;Asparaginase/glutaminase
EOG092D32Y7;Leucine-rich repeat domain, L domain-like
EOG092D32YE;Active Site:Proton donor
EOG092D331Z;Similarity:Belongs to the cyclin family.
EOG092D332N;Transmembrane:Helical
EOG092D335D;Pre-rRNA-processing protein RIX1, N-terminal
EOG092D3366;Transmembrane:Helical
EOG092D336G;Phosphoribosylglycinamide synthetase
EOG092D3383;Inorganic pyrophosphatase
EOG092D338V;Protein kinase domain
EOG092D339O;Transmembrane:Helical
EOG092D339Q;YrdC-like domain
EOG092D33CF;Transmembrane:Helical
EOG092D33DD;Alpha/Beta hydrolase fold
EOG092D33ET;Similarity:Belongs to the mitochondrial carrier (TC 2.A.29) family.
EOG092D33FU;Transmembrane:Helical
EOG092D33G3;Bystin
EOG092D33HC;Tethering factor for nuclear proteasome Cut8/Sts1
EOG092D33IR;Transmembrane:Helical
EOG092D33JZ;Rossmann-like alpha/beta/alpha sandwich fold
EOG092D33KV;Transmembrane:Helical
EOG092D33L0;Nucleoporin FG repeat
EOG092D33N6;Enhancer of polycomb protein
EOG092D33P6;Protein kinase domain
EOG092D33PK;Tetrapyrrole methylase
EOG092D33PN;HotDog domain
EOG092D33Q2;Similarity:Belongs to the mitochondrial carrier (TC 2.A.29) family.
EOG092D33TP;Protein kinase domain
EOG092D33V0;Transmembrane:Helical
EOG092D33VX;RNA polymerase II-associated protein 1, N-terminal
EOG092D33XL;Similarity:Belongs to the FPP/GGPP synthase family.
EOG092D33XY;Transmembrane:Helical
EOG092D33Z4;GYF domain
EOG092D33ZJ;Ketopantoate hydroxymethyltransferase
EOG092D340F;S-adenosylmethionine decarboxylase
EOG092D341T;ATP phosphoribosyltransferase HisG
EOG092D343G;Brix domain
EOG092D343J;S-adenosyl-L-methionine-dependent methyltransferase
EOG092D343Q;Solute carrier family 25 member 38
EOG092D344A;Ribonuclease HII/HIII
EOG092D345J;Methyltransferase domain
EOG092D346G;Carbon-nitrogen hydrolase
EOG092D34AQ;Defective in cullin neddylation protein
EOG092D34D0;NUDIX hydrolase domain
EOG092D34F6;Similarity:Contains 3 ANK repeats.
EOG092D34GT;Transmembrane:Helical
EOG092D34IM;Transmembrane:Helical
EOG092D34J8;Ubiquitin
EOG092D34MG;Leucine carboxyl methyltransferase
EOG092D34MT;Eisosome component PIL1/LSP1
EOG092D34OR;Tryptophan synthase beta subunit-like PLP-dependent enzyme
EOG092D34OZ;Acetolactate synthase, small subunit
EOG092D34RI;Ribosome biogenesis protein BRX1
EOG092D34V3;Leucine-rich repeat domain, L domain-like
EOG092D34ZD;Purine nucleoside phosphorylase
EOG092D34ZI;Maintenance of mitochondrial morphology protein 1
EOG092D3508;Double-stranded RNA-binding domain
EOG092D351B;Basic-leucine zipper domain
EOG092D353E;Calreticulin/calnexin
EOG092D357K;Ribosomal protein S5 domain 2-type fold
EOG092D358T;Transmembrane:Helical
EOG092D359H;GPI-anchor transamidase
EOG092D35EC;Uncharacterized protein UNK4.09
EOG092D35FO;Nucleic acid-binding, OB-fold
EOG092D35IR;Transaldolase type 1
EOG092D35K7;Domain of unknown function DUF2439
EOG092D35RA;DnaJ domain
EOG092D35T9;Pyridoxal phosphate-dependent transferase
EOG092D35VH;Similarity:Contains JmjC domain.
EOG092D35VJ;Similarity:Contains Arf-GAP domain.
EOG092D360D;SANT/Myb domain
EOG092D363R;Transmembrane:Helical
EOG092D3651;Flavoprotein-like domain
EOG092D368U;Protein kinase domain
EOG092D36AO;Similarity:Belongs to the mitochondrial carrier (TC 2.A.29) family.
EOG092D36DA;Conserved oligomeric Golgi complex subunit 8
EOG092D36EO;Pyrimidine 5-nucleotidase
EOG092D36F8;Aldo/keto reductase/potassium channel subunit beta
EOG092D36FF;MAGE homology domain
EOG092D36HA;C-5 cytosine methyltransferase
EOG092D36JF;Ribosomal protein L18e
EOG092D36JU;UV radiation resistance protein/autophagy-related protein 14
EOG092D36LY;DNA polymerase III, clamp loader complex, gamma/delta/delta subunit, C-terminal
EOG092D36OU;LIM-domain binding protein/SEUSS
EOG092D36PK;Exosome complex RNA-binding protein 1/RRP40/RRP4
EOG092D36RY;Porin domain
EOG092D36T7;Alcohol dehydrogenase superfamily, zinc-type
EOG092D36TH;Similarity:Contains 1 SH3 domain.
EOG092D36TR;Citron homology (CNH) domain
EOG092D36TT;Transmembrane:Helical
EOG092D36ZZ;PFTB repeat
EOG092D372J;meiotic recombination protein Rec24
EOG092D372Z;Smc5-6 complex non-SMC subunit Nse5
EOG092D376T;Protein kinase domain
EOG092D377C;NAD-dependent epimerase/dehydratase, N-terminal domain
EOG092D37EO;PAP/25A-associated
EOG092D37EQ;Aspartate/ornithine carbamoyltransferase
EOG092D37F0;1-aminocyclopropane-1-carboxylate deaminase
EOG092D37F4;Cell division cycle protein 123
EOG092D37IX;Transmembrane:Helical
EOG092D37JC;Protein KTI12/L-seryl-tRNA(Sec) kinase
EOG092D37ON;Similarity:Contains MPN (JAB/Mov34) domain.
EOG092D37OY;Similarity:Contains 1 thioredoxin domain.
EOG092D37QO;Polymerase/histidinol phosphatase-like
EOG092D37RT;APOBEC/CMP deaminase, zinc-binding
EOG092D37TR;Cytochrome c/c1 haem-lyase
EOG092D37UD;RNA recognition motif domain
EOG092D37V8;Orotidine 5'-phosphate decarboxylase
EOG092D37VX;Rcd1/Caf40
EOG092D37X4;Transmembrane:Helical
EOG092D37XU;Elongator complex protein 5
EOG092D37Y7;Similarity:Contains MPN (JAB/Mov34) domain.
EOG092D3802;Similarity:Belongs to the mitochondrial carrier (TC 2.A.29) family.
EOG092D383C;GPN-loop GTPase
EOG092D383L;SWIB/MDM2 domain
EOG092D383R;SET domain
EOG092D385M;sequence orphan
EOG092D386Z;GPN-loop GTPase
EOG092D3877;WD40 repeat
EOG092D3880;Shugoshin, N-terminal coiled-coil domain
EOG092D388Q;Transmembrane:Helical
EOG092D389F;Short-chain dehydrogenase/reductase SDR
EOG092D38AL;Ubiquitin interacting motif
EOG092D38AN;Similarity:Contains CTLH domain.
EOG092D38BV;sequence orphan
EOG092D38DI;Calcipressin
EOG092D38IH;Translation initiation factor 2, alpha subunit
EOG092D38JJ;Transmembrane:Helical
EOG092D38L7;CWC16 protein
EOG092D38OJ;Tetratricopeptide repeat
EOG092D38RE;Ran GTPase-activating protein
EOG092D38S7;CTD kinase subunit gamma CTK3
EOG092D38SN;ELYS-like domain
EOG092D38XX;Nucleotide-diphospho-sugar transferases
EOG092D3904;Protein of unknown function DUF1769
EOG092D391M;Transmembrane:Helical
EOG092D3942;U3 small nucleolar ribonucleoprotein complex, subunit Mpp10
EOG092D395V;ATP12, ATPase F1F0-assembly protein
EOG092D3967;WD40 repeat
EOG092D398A;TFG box
EOG092D39A7;NAD(P)-binding domain
EOG092D39AM;ELO family
EOG092D39AU;UBX domain
EOG092D39BC;Ulp1 protease family, C-terminal catalytic domain
EOG092D39BT;NO signalling/Golgi transport  ligand-binding domain
EOG092D39DG;Similarity:Belongs to the OXA1/ALB3/YidC family.
EOG092D39EO;OTU domain
EOG092D39EZ;Transmembrane:Helical
EOG092D39FY;Zinc finger, RING/FYVE/PHD-type
EOG092D39GU;Urease accessory protein UreF
EOG092D39HL;DNA repair protein Rad60
EOG092D39HO;UspA
EOG092D39JZ;Metallo-beta-lactamase
EOG092D39KL;Argonaute-binding protein 1
EOG092D39KW;KRR1 interacting protein 1
EOG092D39ML;Transmembrane:Helical
EOG092D39MW;Eisosome component PIL1/LSP1
EOG092D39ON;Similarity:Belongs to the glycosyl hydrolase 17 family.
EOG092D39Q4;Increased recombination centers protein 6
EOG092D39QM;Spermidine/spermine synthases
EOG092D39R0;sporulation protein Meu14
EOG092D39R2;Similarity:Belongs to the cyclin family.
EOG092D39R5;COP9/signalosome complex subunit Csn3 (predicted)
EOG092D39TD;tRNA-dihydrouridine synthase
EOG092D39VW;Bacteriophage T5, Orf172 DNA-binding
EOG092D39ZP;Transmembrane:Helical
EOG092D3A0L;Tryptophan-tRNA ligase
EOG092D3A0X;Proline-rich protein PRCC
EOG092D3A58;Similarity:Contains 1 RGS domain.
EOG092D3A76;Oxoglutarate/iron-dependent dioxygenase
EOG092D3AE5;Cyclin-D1-binding protein 1
EOG092D3AEN;ATPase, AAA-type, core
EOG092D3AF4;Similarity:Contains 1 basic helix-loop-helix (bHLH) domain.
EOG092D3AH3;Protein kinase domain
EOG092D3AIL;PNP/MTAP phosphorylase
EOG092D3AIU;Similarity:Belongs to the mitochondrial carrier (TC 2.A.29) family.
EOG092D3ALG;Similarity:Contains CRAL-TRIO domain.
EOG092D3ANJ;Zinc finger, C2H2
EOG092D3AQQ;nucleolar protein Dnt1
EOG092D3ARY;HAD-like domain
EOG092D3ASB;Actin-depolymerising factor homology domain
EOG092D3ASG;K Homology domain
EOG092D3AU7;SKP1/BTB/POZ domain
EOG092D3AUP;Lysine methyltransferase
EOG092D3AUR;RNA recognition motif domain
EOG092D3AVM;RNA recognition motif domain
EOG092D3AWP;Siva family protein (predicted)
EOG092D3B18;Nicotinamide-nucleotide adenylyltransferase
EOG092D3B33;Cytochrome c1
EOG092D3B56;WD40 repeat
EOG092D3B8T;Ubiquitin carboxyl-terminal hydrolase
EOG092D3B9C;La protein, RNA-binding domain
EOG092D3B9F;Transmembrane:Helical
EOG092D3BBO;Pseudouridine synthase I, TruA
EOG092D3BBQ;Pal1 cell morphology
EOG092D3BEC;Protein farnesyltransferase subunit beta
EOG092D3BI7;Transcriptional coactivator Hfi1/Transcriptional adapter 1
EOG092D3BKV;Nucleosome assembly protein (NAP)
EOG092D3BM8;ATPase assembly factor ATP10
EOG092D3BN7;Zinc finger, ZZ-type
EOG092D3BOU;Phosphoserine phosphatase, domain 2
EOG092D3BQG;Glucosamine/galactosamine-6-phosphate isomerase
EOG092D3BUG;Cell division control protein 73, C-terminal
EOG092D3BVO;Autophagy protein 5
EOG092D3BWM;Tetratricopeptide, SHNi-TPR domain
EOG092D3BWW;Domain of unknown function DUF4211
EOG092D3C06;GARP complex subunit Vps51 (predicted)
EOG092D3C19;Transmembrane:Helical
EOG092D3C2F;Transmembrane:Helical
EOG092D3C2K;Transmembrane:Helical
EOG092D3C93;Lysine methyltransferase
EOG092D3CCC;Transmembrane:Helical
EOG092D3CCI;Transmembrane:Helical
EOG092D3CE7;Pyridoxal phosphate phosphatase-related
EOG092D3CFU;BRCT domain
EOG092D3CFY;SCA7 domain
EOG092D3CGZ;Impact family
EOG092D3CI5;Lysine methyltransferase
EOG092D3CIT;Protein-lysine N-methyltransferase Efm4
EOG092D3CKL;Similarity:Contains 1 lipoyl-binding domain.
EOG092D3CKW;Hexapeptide transferase, conserved site
EOG092D3CMX;Anaphase-promoting complex subunit 5
EOG092D3COT;sequence orphan
EOG092D3CQ9;Ribosomal protein L46
EOG092D3CSS;DNA-directed RNA polymerase, RpoA/D/Rpb3-type
EOG092D3CUD;Transmembrane:Helical
EOG092D3CUZ;Domain of unknown function DUF2431
EOG092D3CXG;Uricase
EOG092D3CY0;Transmembrane:Helical
EOG092D3D0W;ENTH  domain
EOG092D3D2Y;Alpha/Beta hydrolase fold
EOG092D3D5E;F-box protein Pof14
EOG092D3D5H;UBX domain
EOG092D3D9K;Ubiquitin fusion degradation protein UFD1
EOG092D3DDN;Transmembrane:Helical
EOG092D3DI1;Short-chain dehydrogenase/reductase SDR
EOG092D3DJR;Nucleotide-binding alpha-beta plait domain
EOG092D3DKQ;Transmembrane:Helical
EOG092D3DL7;Autophagy-related protein 3
EOG092D3DLV;Transmembrane:Helical
EOG092D3DMF;Urease accessory protein UreD
EOG092D3DMS;Transmembrane:Helical
EOG092D3DN6;4Fe-4S ferredoxin-type, iron-sulphur binding domain
EOG092D3DNT;NSF attachment protein
EOG092D3DNZ;Deoxyhypusine hydroxylase
EOG092D3DOE;Double-stranded RNA-binding domain
EOG092D3DQB;Similarity:Contains protein kinase domain.
EOG092D3DQC;Dbl homology (DH) domain
EOG092D3DQZ;sequence orphan
EOG092D3DS2;BTB/POZ domain
EOG092D3DS5;Aldolase-type TIM barrel
EOG092D3DS9;NAD(P)-binding domain
EOG092D3DXB;Sas10/Utp3/C1D
EOG092D3DXC;PH domain-like
EOG092D3DY0;Proliferating cell nuclear antigen, PCNA
EOG092D3E01;Translin
EOG092D3E1M;Zinc finger, UBR-type
EOG092D3E40;Gef2/Nod1 domain
EOG092D3E5G;26S proteasome non-ATPase regulatory subunit Rpn12
EOG092D3E6X;Similarity:Belongs to the short-chain dehydrogenases/reductases (SDR) family.
EOG092D3E8K;Tor complex Tor2 interacting protein 1
EOG092D3EBZ;Translation initiation factor 3
EOG092D3ECY;Mitochondrial import inner membrane translocase subunit Tim54
EOG092D3ED3;Zinc finger, RING/FYVE/PHD-type
EOG092D3EDF;meiotic suppressor protein Ste7
EOG092D3EFD;WD40/YVTN repeat-like-containing domain
EOG092D3EG1;Electron transfer flavoprotein, alpha/beta-subunit, N-terminal
EOG092D3EGJ;Similarity:Belongs to the short-chain dehydrogenases/reductases (SDR) family.
EOG092D3EJ1;Transmembrane:Helical
EOG092D3EJG;SAICAR synthetase/ADE2, N-terminal
EOG092D3EJQ;ATP-dependent (S)-NAD(P)H-hydrate dehydratase
EOG092D3EKI;Protein of unknown function DUF1445
EOG092D3ELP;SH3 domain
