id_Uniprot;id_NCBI;protein_recommended_name;id_pfam
RL23_HUMAN;9349;60S ribosomal protein L23;PF00238
RL23_MOUSE;100044627;60S ribosomal protein L23;PF00238
RL24A_SCHPO;2541570;60S ribosomal protein L24-A;PF01246
RL24B_SCHPO;2538849;60S ribosomal protein L24-B;PF01246
RL24_CAEEL;172062;60S ribosomal protein L24;PF01246
RL24_DANRE;192301;60S ribosomal protein L24;PF01246
RL24_DROME;34754;60S ribosomal protein L24;PF01246
RL24_HUMAN;6152;60S ribosomal protein L24;PF01246
RL24_MOUSE;68193;60S ribosomal protein L24;PF01246
RL25A_SCHPO;2539701;60S ribosomal protein L25-A;PF00276|PF03939
RL25B_SCHPO;2540851;60S ribosomal protein L25-B;PF00276|PF03939
RL26L_HUMAN;51121;60S ribosomal protein L26-like 1;PF00467|PF16906
RL26_CAEEL;174379;60S ribosomal protein L26;PF00467|PF16906
RL26_HUMAN;6154;60S ribosomal protein L26;PF00467|PF16906
RL26_MOUSE;19941;60S ribosomal protein L26;PF00467|PF16906
RL26_SCHPO;2540274;60S ribosomal protein L26;PF00467|PF16906
RL27A_DROME;33654;60S ribosomal protein L27a;PF00828
RL27A_HUMAN;6157;60S ribosomal protein L27a;PF00828
RL27A_MOUSE;26451;60S ribosomal protein L27a;PF00828
RL27A_SCHPO;2541156;60S ribosomal protein L27-A;PF01777
RL27B_SCHPO;2539336;60S ribosomal protein L27-B;PF01777
RL27_CAEEL;171750;60S ribosomal protein L27;PF00467|PF01777
RL27_DANRE;325618;60S ribosomal protein L27;PF00467|PF01777
RL27_HUMAN;6155;60S ribosomal protein L27;PF00467|PF01777
RL27_MOUSE;108167922;60S ribosomal protein L27;PF00467|PF01777
RL28A_SCHPO;2539548;60S ribosomal protein L28-A;PF00828
RL28B_SCHPO;2541130;60S ribosomal protein L28-B;PF00828
RL28E_SCHPO;2542782;Probable 60S ribosomal protein L28e;PF01778
RL28_CAEEL;179739;60S ribosomal protein L28;PF01778
RL28_DROME;38397;60S ribosomal protein L28;PF01778
RL28_HUMAN;6158;60S ribosomal protein L28;PF01778
RL28_MOUSE;19943;60S ribosomal protein L28;PF01778
RL29_DROME;37430;60S ribosomal protein L29;PF01779
RL29_HUMAN;6159;60S ribosomal protein L29;PF01779
RL29_MOUSE;19944;60S ribosomal protein L29;PF01779
RL29_SCHPO;2541172;60S ribosomal protein L29;PF01779
RL2A_SCHPO;2540366;60S ribosomal protein L2-A;PF00181|PF03947
RL2B_SCHPO;2540366;60S ribosomal protein L2-B;PF00181|PF03947
RL2C_SCHPO;2540366;60S ribosomal protein L2-C;PF00181|PF03947
RL30A_SCHPO;2542848;60S ribosomal protein L30-1;PF01248
RL30B_SCHPO;2542661;60S ribosomal protein L30-2;PF01248
RL30_HUMAN;6156;60S ribosomal protein L30;PF01248
RL30_MOUSE;19946;60S ribosomal protein L30;PF01248
RL31_CAEEL;173235;60S ribosomal protein L31;PF01198
RL31_DROME;35988;60S ribosomal protein L31;PF01198
RL31_HUMAN;6160;60S ribosomal protein L31;PF01198
RL31_MOUSE;114641;60S ribosomal protein L31;PF01198
RL31_SCHPO;2543475;60S ribosomal protein L31;PF01198
RL32A_SCHPO;2543460;60S ribosomal protein L32-A;PF01655
RL32B_SCHPO;2540135;60S ribosomal protein L32-B;PF01655
RL32_DROME;43573;60S ribosomal protein L32;PF01655
RL32_HUMAN;6161;60S ribosomal protein L32;PF01655
RL32_MOUSE;19951;60S ribosomal protein L32;PF01655
RL33A_SCHPO;3361295;60S ribosomal protein L33-A;PF01247
RL33B_SCHPO;2539518;60S ribosomal protein L33-B;PF01247
RL34A_SCHPO;2541989;60S ribosomal protein L34-A;PF01199
RL34B_SCHPO;2538815;60S ribosomal protein L34-B;PF01199
RL34_DANRE;394097;60S ribosomal protein L34;PF01199
RL34_HUMAN;6164;60S ribosomal protein L34;PF01199
RL34_MOUSE;100043876;60S ribosomal protein L34;PF01199
RL34_TOBAC;107763405;60S ribosomal protein L34;PF01199
RL35A_CAEEL;174166;60S ribosomal protein L35a;PF01247
RL35A_HUMAN;6165;60S ribosomal protein L35a;PF01247
RL35A_MOUSE;57808;60S ribosomal protein L35a;PF01247
RL35_CAEEL;176097;60S ribosomal protein L35;PF00831
RL35_DANRE;192299;60S ribosomal protein L35;PF00831
RL35_HUMAN;11224;60S ribosomal protein L35;PF00831
RL35_MOUSE;66489;60S ribosomal protein L35;PF00831
RL35_SCHPO;2539308;60S ribosomal protein L35;PF00831
RL36A_DANRE;195819;60S ribosomal protein L36a;PF00935
RL36A_HUMAN;6173;60S ribosomal protein L36a;PF00935
RL36A_MOUSE;19982;60S ribosomal protein L36a;PF00935
RL36A_SCHPO;2538883;60S ribosomal protein L36-A;PF01158
RL36B_SCHPO;2540644;60S ribosomal protein L36-B;PF01158
RL36L_HUMAN;6166;60S ribosomal protein L36a-like;PF00935
RL36_CAEEL;176007;60S ribosomal protein L36;PF01158
RL36_DANRE;405888;60S ribosomal protein L36;PF01158
RL36_DROME;31009;60S ribosomal protein L36;PF01158
RL36_HUMAN;25873;60S ribosomal protein L36;PF01158
RL371_DROME;32446;Probable 60S ribosomal protein L37-A;PF01907
RL372_DROME;37669;Probable 60S ribosomal protein L37-B;PF01907
RL37A_CAEEL;175070;60S ribosomal protein L37a;PF01780
RL37A_DROME;44783;60S ribosomal protein L37a;PF01780
RL37A_HUMAN;6168;60S ribosomal protein L37a;PF01780
RL37A_MOUSE;19981;60S ribosomal protein L37a;PF01780
RL37A_SCHPO;3361407;60S ribosomal protein L37-A;PF01907
RL37B_SCHPO;2538715;60S ribosomal protein L37-B;PF01907
RL37_CAEEL;175460;60S ribosomal protein L37;PF01907
RL37_HUMAN;6167;60S ribosomal protein L37;PF01907
RL37_MOUSE;100502825;60S ribosomal protein L37;PF01907
RL38A_SCHPO;2540910;60S ribosomal protein L38-1;PF01781
RL38B_SCHPO;2541705;60S ribosomal protein L38-2;PF01781
RL38_CAEEL;180044;60S ribosomal protein L38;PF01781
RL38_DROME;3355144;60S ribosomal protein L38;PF01781
RL38_HUMAN;6169;60S ribosomal protein L38;PF01781
RL38_MOUSE;67671;60S ribosomal protein L38;PF01781
RL39L_HUMAN;116832;60S ribosomal protein L39-like;PF00832
RL39_CAEEL;179153;60S ribosomal protein L39;PF00832
RL39_DROME;37849;60S ribosomal protein L39;PF00832
RL39_HUMAN;6170;60S ribosomal protein L39;PF00832
RL39_MOUSE;67248;60S ribosomal protein L39;PF00832
RL3A_SCHPO;2542265;60S ribosomal protein L3-A;PF00297
RL3B_SCHPO;2543309;60S ribosomal protein L3-B;PF00297
RL3L_HUMAN;6123;60S ribosomal protein L3-like;PF00297
RL3R1_HUMAN;51289;Relaxin-3 receptor 1;PF00001
RL3R1_MOUSE;239336;Relaxin-3 receptor 1;PF00001
RL3R2_HUMAN;339403;Relaxin-3 receptor 2;PF00001
RL3R2_MOUSE;242093;Relaxin-3 receptor 2;PF00001
RL3_CAEEL;175501;60S ribosomal protein L3;PF00297
RL3_DROME;41347;60S ribosomal protein L3;PF00297
RL3_HUMAN;6122;60S ribosomal protein L3;PF00297
RL3_MOUSE;27367;60S ribosomal protein L3;PF00297
RL401_SCHPO;2541768;Ubiquitin-60S ribosomal protein L40;PF01020|PF00240
RL402_SCHPO;2541768;Ubiquitin-60S ribosomal protein L40;PF01020|PF00240
RL40_CAEEL;176718;Ubiquitin-60S ribosomal protein L40;PF01020|PF00240
RL40_DROME;33629;Ubiquitin-60S ribosomal protein L40;PF01020|PF00240
RL40_HUMAN;7311;Ubiquitin-60S ribosomal protein L40;PF01020|PF00240
RL40_MOUSE;22186;Ubiquitin-60S ribosomal protein L40;PF01020|PF00240
RL41A_SCHPO;2542213;60S ribosomal protein L41-A;PF05162
RL41B_SCHPO;2542213;60S ribosomal protein L41-B;PF05162
RL41_HUMAN;6171;60S ribosomal protein L41;PF05162
RL41_MOUSE;67945;60S ribosomal protein L41;PF05162
RL43A_SCHPO;2540682;60S ribosomal protein L43-A;PF01780
RL43B_SCHPO;2540665;60S ribosomal protein L43-B;PF01780
RL44_CAEEL;174695;Ribosomal protein rpl-41;PF00935
RL44_SCHPO;2542789;60S ribosomal protein L42;PF00935
RL4A_SCHPO;2541344;60S ribosomal protein L4-A;PF14374|PF00573
RL4B_SCHPO;2539780;60S ribosomal protein L4-B;PF14374|PF00573
RL4P_SCHPO;2540449;54S ribosomal protein yml6, mitochondrial;PF00573
RL4_CAEEL;172074;60S ribosomal protein L4;PF14374|PF00573
RL4_DROME;43349;60S ribosomal protein L4;PF14374|PF00573
RL4_HUMAN;6124;60S ribosomal protein L4;PF14374|PF00573
RL4_MOUSE;67891;60S ribosomal protein L4;PF14374|PF00573
RL5A_SCHPO;2543642;60S ribosomal protein L5-A;PF14204|PF17144
RL5B_SCHPO;2539680;60S ribosomal protein L5-B;PF14204|PF17144
RL5_CAEEL;174371;60S ribosomal protein L5;PF14204|PF17144
RL5_DROME;3355124;60S ribosomal protein L5;PF14204|PF17144
RL5_HUMAN;6125;60S ribosomal protein L5;PF14204|PF17144
RL5_MOUSE;100503670;60S ribosomal protein L5;PF14204|PF17144
RL6_CAEEL;176015;60S ribosomal protein L6;PF01159
RL6_HUMAN;6128;60S ribosomal protein L6;PF01159|PF03868
RL6_MOUSE;19988;60S ribosomal protein L6;PF01159|PF03868
RL6_SCHPO;2539372;60S ribosomal protein L6;PF01159
RL7A_CAEEL;177203;60S ribosomal protein L7a;PF01248
RL7A_DROME;31588;60S ribosomal protein L7a;PF01248
RL7A_HUMAN;6130;60S ribosomal protein L7a;PF01248
RL7A_MOUSE;27176;60S ribosomal protein L7a;PF01248
RL7A_SCHPO;2543548;60S ribosomal protein L7-A;PF00327|PF08079
RL7B_SCHPO;2543448;60S ribosomal protein L7-B;PF00327|PF08079
RL7C_SCHPO;2540841;60S ribosomal protein L7-C;PF00327|PF08079
RL7L_HUMAN;285855;60S ribosomal protein L7-like 1;PF00327|PF08079
RL7L_MOUSE;66229;60S ribosomal protein L7-like 1;PF00327|PF08079
RL7_CAEEL;171602;60S ribosomal protein L7;PF00327|PF08079
RL7_DROME;34352;60S ribosomal protein L7;PF00327|PF08079
RL7_HUMAN;6129;60S ribosomal protein L7;PF00327|PF08079
RL7_MOUSE;19989;60S ribosomal protein L7;PF00327|PF08079
RL8_CAEEL;180343;60S ribosomal protein L8;PF00181|PF03947
RL8_DANRE;393686;60S ribosomal protein L8;PF00181|PF03947
RL8_DROME;44251;60S ribosomal protein L8;PF00181|PF03947
RL8_HUMAN;6132;60S ribosomal protein L8;PF00181|PF03947
RL8_MOUSE;26961;60S ribosomal protein L8;PF00181|PF03947
RL8_SCHPO;2540517;60S ribosomal protein L8;PF01248
RL8_TOBAC;107816448;60S ribosomal protein L8;PF00181|PF03947
RL9A_SCHPO;2543380;60S ribosomal protein L9-A;PF00347
RL9B_SCHPO;2539464;60S ribosomal protein L9-B;PF00347
RL9_CAEEL;176071;60S ribosomal protein L9;PF00347
RL9_DROME;34526;60S ribosomal protein L9;PF00347
RL9_HUMAN;6133;60S ribosomal protein L9;PF00347
RL9_MOUSE;20005;60S ribosomal protein L9;PF00347
RLA0_CAEEL;172943;60S acidic ribosomal protein P0;PF00466
RLA0_DROME;40451;60S acidic ribosomal protein P0;PF00466
RLA0_HUMAN;6175;60S acidic ribosomal protein P0;PF00466
RLA0_MOUSE;11837;60S acidic ribosomal protein P0;PF00466
RLA0_SCHPO;2538893;60S acidic ribosomal protein P0;PF00466
RLBP1_HUMAN;6017;Retinaldehyde-binding protein 1;PF00650|PF03765
RLBP1_MOUSE;19771;Retinaldehyde-binding protein 1;PF00650|PF03765
RLF2_SCHPO;2540554;Chromatin assembly factor 1 subunit rlf2;PF12253
RLI1_SCHPO;2539753;Translation initiation factor rli1;PF00005|PF00037|PF04068
RLIP_DROME;42484;RalA-binding protein 1;PF00620
RLP24_CAEEL;172815;Probable ribosome biogenesis protein RLP24;PF01246
RLP24_DANRE;406266;Probable ribosome biogenesis protein RLP24;PF01246
RLP24_DROME;41372;Probable ribosome biogenesis protein RLP24;PF01246
RLP24_HUMAN;51187;Probable ribosome biogenesis protein RLP24;PF01246
RLP24_MOUSE;225215;Probable ribosome biogenesis protein RLP24;PF01246
RLP24_SCHPO;2541855;Ribosome biogenesis protein rlp24;PF01246
RM01_HUMAN;65008;39S ribosomal protein L1, mitochondrial;PF00687
RM01_MOUSE;94061;39S ribosomal protein L1, mitochondrial;PF00687
RM01_SCHPO;3361520;54S ribosomal protein L1, mitochondrial;PF00687
RM02_HUMAN;51069;39S ribosomal protein L2, mitochondrial;PF00181|PF03947
RM02_MOUSE;27398;39S ribosomal protein L2, mitochondrial;PF00181|PF03947
RM02_SCHPO;2540102;54S ribosomal protein L27, mitochondrial;PF01016
RM03_CAEEL;175666;Putative 39S ribosomal protein L3, mitochondrial;PF00297
RM03_HUMAN;11222;39S ribosomal protein L3, mitochondrial;PF00297
RM03_MOUSE;94062;39S ribosomal protein L3, mitochondrial;PF00297
RM03_SCHPO;2541040;54S ribosomal protein L3, mitochondrial;PF00035
RM04_DANRE;553771;39S ribosomal protein L4, mitochondrial;PF00573
RM04_HUMAN;51073;39S ribosomal protein L4, mitochondrial;PF00573
RM04_MOUSE;66163;39S ribosomal protein L4, mitochondrial;PF00573
RM04_SCHPO;2539502;54S ribosomal protein L4, mitochondrial;PF06984
RM06_SCHPO;2542846;Putative 54S ribosomal protein L6, mitochondrial;PF00347
RM07_SCHPO;2540459;Probable 54S ribosomal protein L7, mitochondrial;PF00281|PF00673
RM08_SCHPO;2540205;54S ribosomal protein L8, mitochondrial;PF01196
RM09_DROME;41859;39S ribosomal protein L9, mitochondrial;PF01281
RM09_HUMAN;65005;39S ribosomal protein L9, mitochondrial;PF01281
RM09_MOUSE;78523;39S ribosomal protein L9, mitochondrial;PF01281
RM09_SCHPO;2543386;54S ribosomal protein L9, mitochondrial;PF00297
RM10_DANRE;541330;39S ribosomal protein L10, mitochondrial;PF00466
RM10_DROME;33182;39S ribosomal protein L10, mitochondrial;PF00466
RM10_HUMAN;124995;39S ribosomal protein L10, mitochondrial;PF00466
RM10_SCHPO;2541290;54S ribosomal protein L10, mitochondrial;PF00828
RM11_CAEEL;181917;Probable 39S ribosomal protein L11, mitochondrial;PF00298|PF03946
RM11_DROME;41757;39S ribosomal protein L11, mitochondrial;PF00298|PF03946
RM11_HUMAN;65003;39S ribosomal protein L11, mitochondrial;PF00298|PF03946
RM11_MOUSE;66419;39S ribosomal protein L11, mitochondrial;PF00298|PF03946
RM12_HUMAN;6182;39S ribosomal protein L12, mitochondrial;PF00542|PF16320
RM12_MOUSE;56282;39S ribosomal protein L12, mitochondrial;PF00542|PF16320
RM13_DROME;35145;39S ribosomal protein L13, mitochondrial;PF00572
RM13_HUMAN;28998;39S ribosomal protein L13, mitochondrial;PF00572
RM13_MOUSE;68537;39S ribosomal protein L13, mitochondrial;PF00572
RM14_DANRE;394122;39S ribosomal protein L14, mitochondrial;PF00238
RM14_HUMAN;64928;39S ribosomal protein L14, mitochondrial;PF00238
RM14_MOUSE;68463;39S ribosomal protein L14, mitochondrial;PF00238
RM15_DANRE;445041;39S ribosomal protein L15, mitochondrial;PF00828
RM15_HUMAN;29088;39S ribosomal protein L15, mitochondrial;PF00828
RM15_MOUSE;27395;39S ribosomal protein L15, mitochondrial;PF00828
RM15_SCHPO;2539929;54S ribosomal protein L15, mitochondrial;PF14622
RM16_HUMAN;54948;39S ribosomal protein L16, mitochondrial;PF00252
RM16_MOUSE;94063;39S ribosomal protein L16, mitochondrial;PF00252
RM16_SCHPO;2539752;54S ribosomal protein L16, mitochondrial;PF00252
RM17_HUMAN;63875;39S ribosomal protein L17, mitochondrial;PF01196
RM17_MOUSE;27397;39S ribosomal protein L17, mitochondrial;PF01196
RM17_SCHPO;2539103;54S ribosomal protein L17, mitochondrial;PF11788
RM18_HUMAN;29074;39S ribosomal protein L18, mitochondrial;PF00861
RM18_MOUSE;67681;39S ribosomal protein L18, mitochondrial;PF00861
RM19_CAEEL;172052;Probable 39S ribosomal protein L19, mitochondrial;PF01245
RM19_DROME;41028;39S ribosomal protein L19, mitochondrial;PF01245
RM19_HUMAN;9801;39S ribosomal protein L19, mitochondrial;PF01245
RM19_MOUSE;56284;39S ribosomal protein L19, mitochondrial;PF01245
RM19_SCHPO;2541549;54S ribosomal protein L19, mitochondrial;PF00298|PF03946
RM20_HUMAN;55052;39S ribosomal protein L20, mitochondrial;PF00453
RM20_MOUSE;66448;39S ribosomal protein L20, mitochondrial;PF00453
RM20_SCHPO;2538991;54S ribosomal protein L20, mitochondrial;PF12824
RM21_HUMAN;219927;39S ribosomal protein L21, mitochondrial;PF00829
RM21_MOUSE;353242;39S ribosomal protein L21, mitochondrial;PF00829
RM22_DROME;32662;39S ribosomal protein L22, mitochondrial;PF00237
RM22_HUMAN;29093;39S ribosomal protein L22, mitochondrial;PF00237
RM22_MOUSE;216767;39S ribosomal protein L22, mitochondrial;PF00237
RM22_SCHPO;2538941;54S ribosomal protein L22, mitochondrial;PF00237
RM23_CAEEL;188274;Probable 39S ribosomal protein L23, mitochondrial;PF00276
RM23_DANRE;415142;39S ribosomal protein L23, mitochondrial;PF00276
RM23_DROME;38302;39S ribosomal protein L23, mitochondrial;PF00276
RM23_HUMAN;6150;39S ribosomal protein L23, mitochondrial;PF00276
RM23_MOUSE;19935;39S ribosomal protein L23, mitochondrial;PF00276
RM23_SCHPO;2540088;54S ribosomal protein L23, mitochondrial;PF00572
RM24_CAEEL;172204;Probable 39S ribosomal protein L24, mitochondrial;PF17136
RM24_DANRE;436674;Probable 39S ribosomal protein L24, mitochondrial;PF00467|PF17136
RM24_DROME;33703;Probable 39S ribosomal protein L24, mitochondrial;PF00467|PF17136
RM24_HUMAN;79590;39S ribosomal protein L24, mitochondrial;PF00467|PF17136
RM24_MOUSE;67707;39S ribosomal protein L24, mitochondrial;PF00467|PF17136
RM27_HUMAN;51264;39S ribosomal protein L27, mitochondrial;PF01016
RM27_MOUSE;94064;39S ribosomal protein L27, mitochondrial;PF01016
RM27_SCHPO;3361547;54S ribosomal protein L27, mitochondrial;PF09809
RM28_HUMAN;10573;39S ribosomal protein L28, mitochondrial;PF00830
RM28_MOUSE;68611;39S ribosomal protein L28, mitochondrial;PF00830
RM28_SCHPO;2543588;54S ribosomal protein L28, mitochondrial;PF09812
RM30_HUMAN;51263;39S ribosomal protein L30, mitochondrial;PF00327
RM30_MOUSE;107734;39S ribosomal protein L30, mitochondrial;PF00327
RM31_SCHPO;2538813;54S ribosomal protein L31, mitochondrial;PF09784
RM32_CAEEL;176197;Probable 39S ribosomal protein L32, mitochondrial;PF01783
RM32_HUMAN;64983;39S ribosomal protein L32, mitochondrial;PF01783
RM32_MOUSE;75398;39S ribosomal protein L32, mitochondrial;PF01783
RM32_SCHPO;2539681;Probable 54S ribosomal protein L32, mitochondrial;PF01783
RM33_HUMAN;9553;39S ribosomal protein L33, mitochondrial;PF00471
RM33_MOUSE;66845;39S ribosomal protein L33, mitochondrial;PF00471
RM33_SCHPO;2539139;Probable 54S ribosomal protein L33, mitochondrial;PF00327
RM34_DROME;4379878;39S ribosomal protein L34, mitochondrial;PF00468
RM34_HUMAN;64981;39S ribosomal protein L34, mitochondrial;PF00468
RM34_MOUSE;94065;39S ribosomal protein L34, mitochondrial;PF00468
RM34_SCHPO;2540621;Probable 54S ribosomal protein L34, mitochondrial;PF00468
RM35_DROME;42588;39S ribosomal protein L35, mitochondrial;PF01632
RM35_HUMAN;51318;39S ribosomal protein L35, mitochondrial;PF01632
RM35_MOUSE;66223;39S ribosomal protein L35, mitochondrial;PF01632
RM36_DANRE;100093703;39S ribosomal protein L36, mitochondrial;PF00444
RM36_HUMAN;64979;39S ribosomal protein L36, mitochondrial;PF00444
RM36_MOUSE;94066;39S ribosomal protein L36, mitochondrial;PF00444
RM37_HUMAN;51253;39S ribosomal protein L37, mitochondrial;PF07147
RM37_MOUSE;56280;39S ribosomal protein L37, mitochondrial;PF07147
RM37_SCHPO;2539589;54S ribosomal protein L37, mitochondrial;PF08561
RM38_HUMAN;64978;39S ribosomal protein L38, mitochondrial;PF01161
RM38_MOUSE;60441;39S ribosomal protein L38, mitochondrial;PF01161
RM38_SCHPO;2541232;54S ribosomal protein L38, mitochondrial;PF00238
RM39_SCHPO;2540882;54S ribosomal protein L39, mitochondrial;PF00471
RM40_HUMAN;64976;39S ribosomal protein L40, mitochondrial;PF09812
RM40_MOUSE;18100;39S ribosomal protein L40, mitochondrial;PF09812
RM40_SCHPO;2543447;54S ribosomal protein L40, mitochondrial;PF00467
RM41_CAEEL;173415;39S ribosomal protein L41, mitochondrial;PF09809
RM41_DANRE;553805;39S ribosomal protein L41, mitochondrial;PF09809
RM41_DROME;36688;39S ribosomal protein L41, mitochondrial;PF09809
RM41_HUMAN;64975;39S ribosomal protein L41, mitochondrial;PF09809
RM41_MOUSE;107733;39S ribosomal protein L41, mitochondrial;PF09809
RM42_HUMAN;28977;39S ribosomal protein L42, mitochondrial;PF10210
RM42_MOUSE;67270;39S ribosomal protein L42, mitochondrial;PF10210
RM43_HUMAN;84545;39S ribosomal protein L43, mitochondrial;PF05047
RM44_SCHPO;3361356;54S ribosomal protein L44, mitochondrial;PF10780
RM45_CAEEL;191044;Probable 39S ribosomal protein L45, mitochondrial;PF04280
RM45_DROME;42671;Probable 39S ribosomal protein L45, mitochondrial;PF04280
RM45_MOUSE;67036;39S ribosomal protein L45, mitochondrial;PF04280
RM46_HUMAN;26589;39S ribosomal protein L46, mitochondrial;PF11788
RM46_MOUSE;67308;39S ribosomal protein L46, mitochondrial;PF11788
RM47_HUMAN;57129;39S ribosomal protein L47, mitochondrial;PF06984
RM47_MOUSE;74600;39S ribosomal protein L47, mitochondrial;PF06984
RM48_HUMAN;51642;39S ribosomal protein L48, mitochondrial;PF00338
RM48_MOUSE;52443;39S ribosomal protein L48, mitochondrial;PF00338
RM49_CAEEL;187809;Probable 39S ribosomal protein L49, mitochondrial;PF05046
RM49_DROME;32242;Probable 39S ribosomal protein L49, mitochondrial;PF05046
RM49_HUMAN;740;39S ribosomal protein L49, mitochondrial;PF05046
RM49_MOUSE;18120;39S ribosomal protein L49, mitochondrial;PF05046
RM50_HUMAN;54534;39S ribosomal protein L50, mitochondrial;PF10501
RM50_MOUSE;28028;39S ribosomal protein L50, mitochondrial;PF10501
RM51_CAEEL;188457;39S ribosomal protein L51, mitochondrial;PF10244
RM51_DANRE;797002;39S ribosomal protein L51, mitochondrial;PF10244
RM51_DROME;34186;39S ribosomal protein L51, mitochondrial;PF10244
RM51_HUMAN;51258;39S ribosomal protein L51, mitochondrial;PF10244
RM51_MOUSE;66493;39S ribosomal protein L51, mitochondrial;PF10244
RM51_SCHPO;2540785;54S ribosomal protein L51, mitochondrial;PF05047
RM53_HUMAN;116540;39S ribosomal protein L53, mitochondrial;PF10780
RM53_MOUSE;68499;39S ribosomal protein L53, mitochondrial;PF10780
RM54_DANRE;100034614;39S ribosomal protein L54, mitochondrial;PF08561
RM54_HUMAN;116541;39S ribosomal protein L54, mitochondrial;PF08561
RM54_MOUSE;66047;39S ribosomal protein L54, mitochondrial;PF08561
RM55_DROME;42290;39S ribosomal protein L55, mitochondrial;PF09776
RM55_HUMAN;128308;39S ribosomal protein L55, mitochondrial;PF09776
RM55_MOUSE;67212;39S ribosomal protein L55, mitochondrial;PF09776
RMD5A_HUMAN;64795;Protein RMD5 homolog A;PF10607
RMD5A_MOUSE;68477;Protein RMD5 homolog A;PF10607
RMD5B_HUMAN;64777;Protein RMD5 homolog B;PF10607
RMD5B_MOUSE;66089;Protein RMD5 homolog B;PF10607
RME6_CAEEL;180463;Receptor-mediated endocytosis protein 6;PF00616|PF02204
RME6_DROME;32070;Receptor-mediated endocytosis protein 6 homolog;PF00616|PF02204
RMI1_DANRE;393149;RecQ-mediated genome instability protein 1;PF16099|PF08585
RMI1_HUMAN;80010;RecQ-mediated genome instability protein 1;PF16099|PF08585
RMI1_MOUSE;74386;RecQ-mediated genome instability protein 1;PF16099|PF08585
RMI1_SCHPO;2542729;RecQ-mediated genome instability protein 1;PF08585
RMI2_HUMAN;116028;RecQ-mediated genome instability protein 2;PF16100
RMI2_MOUSE;223970;RecQ-mediated genome instability protein 2;PF16100
RML2_SCHPO;2539321;54S ribosomal protein rml2, mitochondrial;PF00181|PF03947
RML9_SCHPO;2538814;Probable 54S ribosomal protein L9, mitochondrial;PF01281
RMND1_HUMAN;55005;Required for meiotic nuclear division protein 1 homolog;PF02582
RMND1_MOUSE;66084;Required for meiotic nuclear division protein 1 homolog;PF02582
RMP_HUMAN;8725;Unconventional prefoldin RPB5 interactor 1;PF02996
RMP_MOUSE;19777;Unconventional prefoldin RPB5 interactor;PF02996
RMR1_SCHPO;3361128;Reduced meiotic recombination protein C1442.04c;PF10336
RMXL1_HUMAN;494115;RNA binding motif protein, X-linked-like-1;PF08081|PF00076
RMXL1_MOUSE;19656;RNA binding motif protein, X-linked-like-1;PF08081|PF00076
RMXL2_HUMAN;27288;RNA-binding motif protein, X-linked-like-2;PF08081|PF00076
RMXL3_HUMAN;139804;RNA-binding motif protein, X-linked-like-3;PF00076
RN103_HUMAN;7844;E3 ubiquitin-protein ligase RNF103;PF13639
RN103_MOUSE;22644;E3 ubiquitin-protein ligase RNF103;PF13639
RN111_HUMAN;54778;E3 ubiquitin-protein ligase Arkadia;PF15303|PF13639
RN111_MOUSE;93836;E3 ubiquitin-protein ligase Arkadia;PF15303|PF13639
RN112_HUMAN;7732;RING finger protein 112;PF02263|PF00097
RN112_MOUSE;22671;RING finger protein 112;PF02263|PF00097
RN113_CAEEL;176507;RING finger protein 113 homolog;PF00642
RN114_HUMAN;55905;E3 ubiquitin-protein ligase RNF114;PF05605|PF13445
RN114_MOUSE;81018;E3 ubiquitin-protein ligase RNF114;PF05605|PF13445
RN115_HUMAN;27246;E3 ubiquitin-protein ligase RNF115;PF13639
RN115_MOUSE;67845;E3 ubiquitin-protein ligase RNF115;PF13639
RN121_CAEEL;182681;RING finger protein 121;PF13639
RN122_HUMAN;79845;RING finger protein 122;PF13639
RN122_MOUSE;68867;RING finger protein 122;PF13639
RN123_HUMAN;63891;E3 ubiquitin-protein ligase RNF123;PF00622
RN123_MOUSE;84585;E3 ubiquitin-protein ligase RNF123;PF00622
RN125_HUMAN;54941;E3 ubiquitin-protein ligase RNF125;PF05605
RN125_MOUSE;67664;E3 ubiquitin-protein ligase RNF125;PF05605|PF13445
RN126_HUMAN;55658;E3 ubiquitin-protein ligase RNF126;PF13639
RN126_MOUSE;70294;E3 ubiquitin-protein ligase RNF126;PF13639
RN128_HUMAN;79589;E3 ubiquitin-protein ligase RNF128;PF02225|PF13639
RN128_MOUSE;66889;E3 ubiquitin-protein ligase RNF128;PF02225|PF13639
RN133_HUMAN;168433;E3 ubiquitin-protein ligase RNF133;PF02225|PF13639
RN133_MOUSE;386611;E3 ubiquitin-protein ligase RNF133;PF02225|PF13639
RN135_HUMAN;84282;E3 ubiquitin-protein ligase RNF135;PF00622
RN135_MOUSE;71956;E3 ubiquitin-protein ligase RNF135;PF00622
RN138_HUMAN;51444;E3 ubiquitin-protein ligase RNF138;PF05605
RN138_MOUSE;56515;E3 ubiquitin-protein ligase RNF138;PF05605
RN139_HUMAN;11236;E3 ubiquitin-protein ligase RNF139;PF13705|PF13639
RN139_MOUSE;75841;E3 ubiquitin-protein ligase RNF139;PF13705|PF13639
RN145_DANRE;327056;RING finger protein 145;PF13705|PF13639
RN145_HUMAN;153830;RING finger protein 145;PF13705|PF13639
RN145_MOUSE;74315;RING finger protein 145;PF13705|PF13639
RN146_HUMAN;81847;E3 ubiquitin-protein ligase RNF146;PF02825
