id_Uniprot;id_ENSEMBL;protein_recommended_name;id_pfam
RPR1B_HUMAN;ENSG00000101413;Regulation of nuclear pre-mRNA domain-containing protein 1B;PF16566|PF04818
RPRD2_HUMAN;ENSG00000163125;Regulation of nuclear pre-mRNA domain-containing protein 2;PF16566|PF04818
RPTN_HUMAN;ENSG00000215853;Repetin;PF01023
RPTOR_HUMAN;ENSG00000141564;Regulatory-associated protein of mTOR;PF02985|PF14538|PF00400
RRAGA_HUMAN;ENSG00000155876;Ras-related GTP-binding protein A;PF04670
RRAGB_HUMAN;ENSG00000083750;Ras-related GTP-binding protein B;PF04670
RRAGC_HUMAN;ENSG00000116954;Ras-related GTP-binding protein C;PF04670
RRAGD_HUMAN;ENSG00000025039;Ras-related GTP-binding protein D;PF04670
RRAS2_HUMAN;ENSG00000133818;Ras-related protein R-Ras2;PF00071
RRAS_HUMAN;ENSG00000126458;Ras-related protein R-Ras;PF00071
RRBP1_HUMAN;ENSG00000125844;Ribosome-binding protein 1;PF05104
RRF2M_HUMAN;ENSG00000164347;Ribosome-releasing factor 2, mitochondrial;PF00679|PF03764|PF00009|PF03144
RRFM_HUMAN;ENSG00000148187;Ribosome-recycling factor, mitochondrial;PF01765
RRN3_HUMAN;ENSG00000085721;RNA polymerase I-specific transcription initiation factor RRN3;PF05327
RRNAD_HUMAN;ENSG00000143303;Protein RRNAD1;PF13679
RRP12_HUMAN;ENSG00000052749;RRP12-like protein;PF08161
RRP15_HUMAN;ENSG00000067533;RRP15-like protein;PF07890
RRP1B_HUMAN;ENSG00000160208;Ribosomal RNA processing protein 1 homolog B;PF05997
RRP1_HUMAN;ENSG00000160214;Ribosomal RNA processing protein 1 homolog A;PF05997
RRP36_HUMAN;ENSG00000124541;Ribosomal RNA processing protein 36 homolog;PF06102
RRP44_HUMAN;ENSG00000083520;Exosome complex exonuclease RRP44;PF13638|PF17216|PF17215
RRP5_HUMAN;ENSG00000148843;Protein RRP5 homolog;PF00575|PF05843
RRP7A_HUMAN;ENSG00000189306;Ribosomal RNA-processing protein 7 homolog A;PF12923
RRP8_HUMAN;ENSG00000132275;Ribosomal RNA-processing protein 8;PF05148
RRS1_HUMAN;ENSG00000179041;Ribosome biogenesis regulatory protein homolog;PF04939
RS10_HUMAN;ENSG00000124614;40S ribosomal protein S10;PF03501
RS11_HUMAN;ENSG00000142534;40S ribosomal protein S11;PF00366|PF16205
RS12_HUMAN;ENSG00000112306;40S ribosomal protein S12;PF01248
RS13_HUMAN;ENSG00000110700;40S ribosomal protein S13;PF08069|PF00312
RS14_HUMAN;ENSG00000164587;40S ribosomal protein S14;PF00411
RS15A_HUMAN;ENSG00000134419;40S ribosomal protein S15a;PF00410
RS15_HUMAN;ENSG00000115268;40S ribosomal protein S15;PF00203
RS16_HUMAN;ENSG00000105193;40S ribosomal protein S16;PF00380
RS17_HUMAN;ENSG00000182774;40S ribosomal protein S17;PF00833
RS18_HUMAN;ENSG00000096150;40S ribosomal protein S18;PF00416
RS19_HUMAN;ENSG00000105372;40S ribosomal protein S19;PF01090
RS20_HUMAN;ENSG00000008988;40S ribosomal protein S20;PF00338
RS21_HUMAN;ENSG00000171858;40S ribosomal protein S21;PF01249
RS23_HUMAN;ENSG00000186468;40S ribosomal protein S23;PF00164
RS24_HUMAN;ENSG00000138326;40S ribosomal protein S24;PF01282
RS25_HUMAN;ENSG00000118181;40S ribosomal protein S25;PF03297
RS26_HUMAN;ENSG00000197728;40S ribosomal protein S26;PF01283
RS27A_HUMAN;ENSG00000143947;Ubiquitin-40S ribosomal protein S27a;PF01599|PF00240
RS27L_HUMAN;ENSG00000185088;40S ribosomal protein S27-like;PF01667
RS27_HUMAN;ENSG00000177954;40S ribosomal protein S27;PF01667
RS28_HUMAN;ENSG00000233927;40S ribosomal protein S28;PF01200
RS29_HUMAN;ENSG00000213741;40S ribosomal protein S29;PF00253
RS2_HUMAN;ENSG00000140988;40S ribosomal protein S2;PF00333|PF03719
RS30_HUMAN;ENSG00000149806;40S ribosomal protein S30;PF04758
RS3A_HUMAN;ENSG00000145425;40S ribosomal protein S3a;PF01015
RS3_HUMAN;ENSG00000149273;40S ribosomal protein S3;PF07650|PF00189
RS4X_HUMAN;ENSG00000198034;40S ribosomal protein S4, X isoform;PF16121|PF00467|PF00900|PF08071|PF01479
RS4Y1_HUMAN;ENSG00000129824;40S ribosomal protein S4, Y isoform 1;PF16121|PF00467|PF00900|PF08071
RS4Y2_HUMAN;ENSG00000280969;40S ribosomal protein S4, Y isoform 2;PF16121|PF00467|PF00900|PF08071
RS5_HUMAN;ENSG00000083845;40S ribosomal protein S5;PF00177
RS6_HUMAN;ENSG00000137154;40S ribosomal protein S6;PF01092
RS7_HUMAN;ENSG00000171863;40S ribosomal protein S7;PF01251
RS8_HUMAN;ENSG00000142937;40S ribosomal protein S8;PF01201
RS9_HUMAN;ENSG00000170889;40S ribosomal protein S9;PF00163|PF01479
RSAD1_HUMAN;ENSG00000136444;Radical S-adenosyl methionine domain-containing protein 1, mitochondrial;PF06969|PF04055
RSAD2_HUMAN;ENSG00000134321;Radical S-adenosyl methionine domain-containing protein 2;PF04055
RSF1_HUMAN;ENSG00000048649;Remodeling and spacing factor 1;PF00628|PF15612
RSG1_HUMAN;ENSG00000132881;REM2- and Rab-like small GTPase 1;PF00071
RSH4A_HUMAN;ENSG00000111834;Radial spoke head protein 4 homolog A;PF04712
RSH6A_HUMAN;ENSG00000104941;Radial spoke head protein 6 homolog A;PF04712
RSLAA_HUMAN;ENSG00000100276;Ras-like protein family member 10A;PF00071
RSLAB_HUMAN;ENSG00000270885;Ras-like protein family member 10B;PF00071
RSLBA_HUMAN;ENSG00000122035;Ras-like protein family member 11A;PF00071
RSLBB_HUMAN;ENSG00000128045;Ras-like protein family member 11B;PF00071
RSMB_HUMAN;ENSG00000125835;Small nuclear ribonucleoprotein-associated proteins B and B';PF01423
RSMN_HUMAN;ENSG00000128739;Small nuclear ribonucleoprotein-associated protein N;PF01423
RSP14_HUMAN;ENSG00000100218;Radial spoke head 14 homolog;PF00514
RSPH1_HUMAN;ENSG00000160188;Radial spoke head 1 homolog;PF02493
RSPH3_HUMAN;ENSG00000130363;Radial spoke head protein 3 homolog;PF06098
RSPH9_HUMAN;ENSG00000172426;Radial spoke head protein 9 homolog;PF04712
RSPO1_HUMAN;ENSG00000169218;R-spondin-1;PF15913
RSPO2_HUMAN;ENSG00000147655;R-spondin-2;PF15913
RSPO3_HUMAN;ENSG00000146374;R-spondin-3;PF15913
RSPO4_HUMAN;ENSG00000101282;R-spondin-4;PF15913
RSPRY_HUMAN;ENSG00000159579;RING finger and SPRY domain-containing protein 1;PF00622
RSRC2_HUMAN;ENSG00000111011;Arginine/serine-rich coiled-coil protein 2;PF15477
RSSA_HUMAN;ENSG00000168028;40S ribosomal protein SA;PF16122|PF00318
RSU1_HUMAN;ENSG00000148484;Ras suppressor protein 1;PF13855
RT02_HUMAN;ENSG00000122140;28S ribosomal protein S2, mitochondrial;PF00318
RT05_HUMAN;ENSG00000144029;28S ribosomal protein S5, mitochondrial;PF00333|PF03719
RT06_HUMAN;ENSG00000243927;28S ribosomal protein S6, mitochondrial;PF01250
RT07_HUMAN;ENSG00000125445;28S ribosomal protein S7, mitochondrial;PF00177
RT09_HUMAN;ENSG00000135972;28S ribosomal protein S9, mitochondrial;PF00380
RT10_HUMAN;ENSG00000048544;28S ribosomal protein S10, mitochondrial;PF00338
RT11_HUMAN;ENSG00000181991;28S ribosomal protein S11, mitochondrial;PF00411
RT12_HUMAN;ENSG00000128626;28S ribosomal protein S12, mitochondrial;PF00164
RT14_HUMAN;ENSG00000120333;28S ribosomal protein S14, mitochondrial;PF00253
RT15_HUMAN;ENSG00000116898;28S ribosomal protein S15, mitochondrial;PF00312
RT16_HUMAN;ENSG00000182180;28S ribosomal protein S16, mitochondrial;PF00886
RT17_HUMAN;ENSG00000239789;28S ribosomal protein S17, mitochondrial;PF00366
RT18A_HUMAN;ENSG00000096080;39S ribosomal protein S18a, mitochondrial;PF01084
RT18B_HUMAN;ENSG00000204568;28S ribosomal protein S18b, mitochondrial;PF01084
RT18C_HUMAN;ENSG00000163319;28S ribosomal protein S18c, mitochondrial;PF01084
RT22_HUMAN;ENSG00000175110;28S ribosomal protein S22, mitochondrial;PF10245
RT23_HUMAN;ENSG00000181610;28S ribosomal protein S23, mitochondrial;PF10484
RT24_HUMAN;ENSG00000062582;28S ribosomal protein S24, mitochondrial;PF14955
RT25_HUMAN;ENSG00000131368;28S ribosomal protein S25, mitochondrial;PF05047
RT26_HUMAN;ENSG00000125901;28S ribosomal protein S26, mitochondrial;PF14943
RT27_HUMAN;ENSG00000113048;28S ribosomal protein S27, mitochondrial;PF10037
RT28_HUMAN;ENSG00000147586;28S ribosomal protein S28, mitochondrial;PF10246
RT29_HUMAN;ENSG00000132676;28S ribosomal protein S29, mitochondrial;PF10236
RT30_HUMAN;ENSG00000112996;39S ribosomal protein S30, mitochondrial;PF07147
RT31_HUMAN;ENSG00000102738;28S ribosomal protein S31, mitochondrial;PF15433
RT33_HUMAN;ENSG00000090263;28S ribosomal protein S33, mitochondrial;PF08293
RT34_HUMAN;ENSG00000074071;28S ribosomal protein S34, mitochondrial;PF16053
RT35_HUMAN;ENSG00000061794;28S ribosomal protein S35, mitochondrial;PF10213
RT4I1_HUMAN;ENSG00000130347;Reticulon-4-interacting protein 1, mitochondrial;PF08240
RT63_HUMAN;ENSG00000173141;Ribosomal protein 63, mitochondrial;PF14978
RTBDN_HUMAN;ENSG00000132026;Retbindin;PF03024
RTCA_HUMAN;ENSG00000137996;RNA 3'-terminal phosphate cyclase;PF01137|PF05189
RTCB_HUMAN;ENSG00000100220;tRNA-splicing ligase RtcB homolog;PF01139
RTEL1_HUMAN;ENSG00000258366;Regulator of telomere elongation helicase 1;PF06733|PF13307
RTF1_HUMAN;ENSG00000137815;RNA polymerase-associated protein RTF1 homolog;PF03126
RTF2_HUMAN;ENSG00000022277;Protein RTF2 homolog;PF04641
RTKN2_HUMAN;ENSG00000182010;Rhotekin-2;PF08174|PF00169
RTKN_HUMAN;ENSG00000114993;Rhotekin;PF08174|PF00169
RTL1_HUMAN;ENSG00000254656;Retrotransposon-like protein 1;PF16297
RTL3_HUMAN;ENSG00000179300;Retrotransposon Gag-like protein 3;PF16297|PF00098
RTL5_HUMAN;ENSG00000242732;Retrotransposon Gag-like protein 5;PF16297
RTL6_HUMAN;ENSG00000188636;Retrotransposon Gag-like protein 6;PF16297
RTL8A_HUMAN;ENSG00000203950;Retrotransposon Gag-like protein 8A;PF16297
RTL8B_HUMAN;ENSG00000212747;Retrotransposon Gag-like protein 8B;PF16297
RTL8C_HUMAN;ENSG00000134590;Retrotransposon Gag-like protein 8B;PF16297
RTN1_HUMAN;ENSG00000139970;Reticulon-1;PF02453
RTN2_HUMAN;ENSG00000125744;Reticulon-2;PF02453
RTN3_HUMAN;ENSG00000133318;Reticulon-3;PF02453
RTN4R_HUMAN;ENSG00000040608;Reticulon-4 receptor;PF13855
RTN4_HUMAN;ENSG00000115310;Reticulon-4;PF02453
RTP1_HUMAN;ENSG00000175077;Receptor-transporting protein 1;PF13695
RTP2_HUMAN;ENSG00000198471;Receptor-transporting protein 2;PF13695
RTP3_HUMAN;ENSG00000163825;Receptor-transporting protein 3;PF13695
RTP4_HUMAN;ENSG00000136514;Receptor-transporting protein 4;PF13695
RTP5_HUMAN;ENSG00000188011;Receptor-transporting protein 5;PF13695
RTRAF_HUMAN;ENSG00000087302;RNA transcription, translation and transport factor protein;PF10036
RTTN_HUMAN;ENSG00000176225;Rotatin;PF14726
RU17_HUMAN;ENSG00000104852;U1 small nuclear ribonucleoprotein 70 kDa;PF00076|PF12220
RU1C_HUMAN;ENSG00000124562;U1 small nuclear ribonucleoprotein C;PF06220
RU2B_HUMAN;ENSG00000125870;U2 small nuclear ribonucleoprotein B'';PF00076
RUBCL_HUMAN;ENSG00000102445;Protein RUBCNL-like;PF13901
RUBIC_HUMAN;ENSG00000145016;Run domain Beclin-1-interacting and cysteine-rich domain-containing protein;PF02759|PF13901
RUFY1_HUMAN;ENSG00000176783;RUN and FYVE domain-containing protein 1;PF01363|PF02759
RUFY2_HUMAN;ENSG00000204130;RUN and FYVE domain-containing protein 2;PF01363|PF02759
RUFY3_HUMAN;ENSG00000018189;Protein RUFY3;PF02759
RUFY4_HUMAN;ENSG00000188282;RUN and FYVE domain-containing protein 4;PF02759
RUN3A_HUMAN;ENSG00000108309;RUN domain-containing protein 3A;PF02759
RUN3B_HUMAN;ENSG00000105784;RUN domain-containing protein 3B;PF02759
RUND1_HUMAN;ENSG00000198863;RUN domain-containing protein 1;PF02759
RUNX1_HUMAN;ENSG00000159216;Runt-related transcription factor 1;PF00853|PF08504
RUNX2_HUMAN;ENSG00000124813;Runt-related transcription factor 2;PF00853|PF08504
RUNX3_HUMAN;ENSG00000020633;Runt-related transcription factor 3;PF00853|PF08504
RUS1_HUMAN;ENSG00000140688;RUS1 family protein C16orf58;PF04884
RUSC1_HUMAN;ENSG00000160753;RUN and SH3 domain-containing protein 1;PF02759|PF14604
RUSC2_HUMAN;ENSG00000198853;Iporin;PF02759|PF07653
RUSD1_HUMAN;ENSG00000007376;RNA pseudouridylate synthase domain-containing protein 1;PF00849
RUSD2_HUMAN;ENSG00000166133;RNA pseudouridylate synthase domain-containing protein 2;PF00849
RUSD3_HUMAN;ENSG00000156990;Mitochondrial mRNA pseudouridine synthase RPUSD3;PF00849
RUSD4_HUMAN;ENSG00000165526;Mitochondrial RNA pseudouridine synthase RPUSD4;PF00849
RUVB1_HUMAN;ENSG00000175792;RuvB-like 1;PF06068
RUVB2_HUMAN;ENSG00000183207;RuvB-like 2;PF06068
RUXE_HUMAN;ENSG00000182004;Small nuclear ribonucleoprotein E;PF01423
RUXF_HUMAN;ENSG00000139343;Small nuclear ribonucleoprotein F;PF01423
RUXG_HUMAN;ENSG00000143977;Small nuclear ribonucleoprotein G;PF01423
RWD2A_HUMAN;ENSG00000013392;RWD domain-containing protein 2A;PF06544|PF05773
RWD2B_HUMAN;ENSG00000156253;RWD domain-containing protein 2B;PF06544|PF05773
RWDD1_HUMAN;ENSG00000111832;RWD domain-containing protein 1;PF16543|PF05773
RWDD3_HUMAN;ENSG00000122481;RWD domain-containing protein 3;PF05773
RWDD4_HUMAN;ENSG00000182552;RWD domain-containing protein 4;PF05773
RXFP1_HUMAN;ENSG00000171509;Relaxin receptor 1;PF00001|PF00057|PF13855
RXFP2_HUMAN;ENSG00000133105;Relaxin receptor 2;PF00001|PF00057|PF13855
RXRA_HUMAN;ENSG00000186350;Retinoic acid receptor RXR-alpha;PF00104|PF11825|PF00105
RXRB_HUMAN;ENSG00000204231;Retinoic acid receptor RXR-beta;PF00104|PF00105
RXRG_HUMAN;ENSG00000143171;Retinoic acid receptor RXR-gamma;PF00104|PF11825|PF00105
RX_HUMAN;ENSG00000134438;Retinal homeobox protein Rx;PF00046|PF03826
RYBP_HUMAN;ENSG00000163602;RING1 and YY1-binding protein;PF17219|PF00641
RYDEN_HUMAN;ENSG00000130813;Repressor of yield of DENV protein;PF15135
RYK_HUMAN;ENSG00000163785;Tyrosine-protein kinase RYK;PF07714|PF02019
RYR1_HUMAN;ENSG00000196218;Ryanodine receptor 1;PF13833|PF08709|PF00520|PF02815|PF08454|PF06459|PF01365|PF02026|PF00622
RYR2_HUMAN;ENSG00000198626;Ryanodine receptor 2;PF13833|PF08709|PF00520|PF02815|PF08454|PF06459|PF01365|PF02026|PF00622
RYR3_HUMAN;ENSG00000198838;Ryanodine receptor 3;PF08709|PF00520|PF02815|PF08454|PF06459|PF01365|PF02026|PF00622
S100B_HUMAN;ENSG00000160307;Protein S100-B;PF00036|PF01023
S100G_HUMAN;ENSG00000169906;Protein S100-G;PF00036|PF01023
S100P_HUMAN;ENSG00000163993;Protein S100-P;PF01023
S100Z_HUMAN;ENSG00000171643;Protein S100-Z;PF01023
S10A1_HUMAN;ENSG00000160678;Protein S100-A1;PF00036|PF01023
S10A2_HUMAN;ENSG00000196754;Protein S100-A2;PF01023
S10A3_HUMAN;ENSG00000188015;Protein S100-A3;PF01023
S10A4_HUMAN;ENSG00000196154;Protein S100-A4;PF01023
S10A5_HUMAN;ENSG00000196420;Protein S100-A5;PF01023
S10A6_HUMAN;ENSG00000197956;Protein S100-A6;PF01023
S10A7_HUMAN;ENSG00000143556;Protein S100-A7;PF01023
S10A8_HUMAN;ENSG00000143546;Protein S100-A8;PF01023
S10A9_HUMAN;ENSG00000163220;Protein S100-A9;PF01023
S10AA_HUMAN;ENSG00000197747;Protein S100-A10;PF01023
S10AB_HUMAN;ENSG00000163191;Protein S100-A11;PF00036|PF01023
S10AC_HUMAN;ENSG00000163221;Protein S100-A12;PF01023
S10AD_HUMAN;ENSG00000189171;Protein S100-A13;PF01023
S10AE_HUMAN;ENSG00000189334;Protein S100-A14;PF01023
S10AG_HUMAN;ENSG00000188643;Protein S100-A16;PF01023
S11IP_HUMAN;ENSG00000144589;Serine/threonine-protein kinase 11-interacting protein;PF15904
S12A1_HUMAN;ENSG00000074803;Solute carrier family 12 member 1;PF00324|PF08403|PF03522
S12A2_HUMAN;ENSG00000064651;Solute carrier family 12 member 2;PF00324|PF08403|PF03522
S12A3_HUMAN;ENSG00000070915;Solute carrier family 12 member 3;PF00324|PF08403|PF03522
S12A4_HUMAN;ENSG00000124067;Solute carrier family 12 member 4;PF00324|PF03522
S12A5_HUMAN;ENSG00000124140;Solute carrier family 12 member 5;PF00324|PF03522
S12A6_HUMAN;ENSG00000140199;Solute carrier family 12 member 6;PF00324|PF03522
S12A7_HUMAN;ENSG00000113504;Solute carrier family 12 member 7;PF00324|PF03522
S12A8_HUMAN;ENSG00000221955;Solute carrier family 12 member 8;PF00324
S12A9_HUMAN;ENSG00000146828;Solute carrier family 12 member 9;PF00324|PF03522
S13A1_HUMAN;ENSG00000081800;Solute carrier family 13 member 1;PF00939
S13A2_HUMAN;ENSG00000007216;Solute carrier family 13 member 2;PF00939
S13A3_HUMAN;ENSG00000158296;Solute carrier family 13 member 3;PF00939
S13A4_HUMAN;ENSG00000164707;Solute carrier family 13 member 4;PF00939
S13A5_HUMAN;ENSG00000141485;Solute carrier family 13 member 5;PF00939
S14L1_HUMAN;ENSG00000129657;SEC14-like protein 1;PF00650|PF03765|PF04707
S14L2_HUMAN;ENSG00000100003;SEC14-like protein 2;PF00650
S14L3_HUMAN;ENSG00000100012;SEC14-like protein 3;PF00650
S14L4_HUMAN;ENSG00000133488;SEC14-like protein 4;PF00650
S14L5_HUMAN;ENSG00000103184;SEC14-like protein 5;PF00650|PF03765|PF04707
S14L6_HUMAN;ENSG00000214491;Putative SEC14-like protein 6;PF00650
S15A1_HUMAN;ENSG00000088386;Solute carrier family 15 member 1;PF00854
S15A2_HUMAN;ENSG00000163406;Solute carrier family 15 member 2;PF00854
S15A3_HUMAN;ENSG00000110446;Solute carrier family 15 member 3;PF00854
S15A4_HUMAN;ENSG00000139370;Solute carrier family 15 member 4;PF00854
S15A5_HUMAN;ENSG00000188991;Solute carrier family 15 member 5;PF00854
S17A4_HUMAN;ENSG00000146039;Probable small intestine urate exporter;PF07690
S17A5_HUMAN;ENSG00000119899;Sialin;PF07690
S17A9_HUMAN;ENSG00000101194;Solute carrier family 17 member 9;PF07690
S18B1_HUMAN;ENSG00000146409;MFS-type transporter SLC18B1;PF07690
S18L2_HUMAN;ENSG00000008324;SS18-like protein 2;PF05030
S19A1_HUMAN;ENSG00000173638;Folate transporter 1;PF01770
S19A2_HUMAN;ENSG00000117479;Thiamine transporter 1;PF01770
S19A3_HUMAN;ENSG00000135917;Thiamine transporter 2;PF01770
S1A7A_HUMAN;ENSG00000184330;Protein S100-A7A;PF01023
S1A7B_HUMAN;ENSG00000197364;Protein S100-A7-like 2;PF01023
S1PBP_HUMAN;ENSG00000116497;S100P-binding protein;PF15427
S1PR1_HUMAN;ENSG00000170989;Sphingosine 1-phosphate receptor 1;PF00001
S1PR2_HUMAN;ENSG00000267534;Sphingosine 1-phosphate receptor 2;PF00001
S1PR3_HUMAN;ENSG00000213694;Sphingosine 1-phosphate receptor 3;PF00001
S1PR4_HUMAN;ENSG00000125910;Sphingosine 1-phosphate receptor 4;PF00001
S1PR5_HUMAN;ENSG00000180739;Sphingosine 1-phosphate receptor 5;PF00001
S20A1_HUMAN;ENSG00000144136;Sodium-dependent phosphate transporter 1;PF01384
S20A2_HUMAN;ENSG00000168575;Sodium-dependent phosphate transporter 2;PF01384
S22A1_HUMAN;ENSG00000175003;Solute carrier family 22 member 1;PF00083
S22A2_HUMAN;ENSG00000112499;Solute carrier family 22 member 2;PF00083
S22A3_HUMAN;ENSG00000146477;Solute carrier family 22 member 3;PF07690
S22A4_HUMAN;ENSG00000197208;Solute carrier family 22 member 4;PF00083
S22A5_HUMAN;ENSG00000197375;Solute carrier family 22 member 5;PF00083
S22A6_HUMAN;ENSG00000197901;Solute carrier family 22 member 6;PF00083
S22A7_HUMAN;ENSG00000137204;Solute carrier family 22 member 7;PF07690
S22A8_HUMAN;ENSG00000149452;Solute carrier family 22 member 8;PF00083
S22A9_HUMAN;ENSG00000149742;Solute carrier family 22 member 9;PF07690
S22AA_HUMAN;ENSG00000184999;Solute carrier family 22 member 10;PF00083
S22AB_HUMAN;ENSG00000168065;Solute carrier family 22 member 11;PF00083
S22AC_HUMAN;ENSG00000197891;Solute carrier family 22 member 12;PF00083
S22AD_HUMAN;ENSG00000172940;Solute carrier family 22 member 13;PF00083
S22AE_HUMAN;ENSG00000144671;Solute carrier family 22 member 14;PF00083
S22AF_HUMAN;ENSG00000163393;Solute carrier family 22 member 15;PF00083
S22AG_HUMAN;ENSG00000004809;Solute carrier family 22 member 16;PF00083
S22AH_HUMAN;ENSG00000092096;Solute carrier family 22 member 17;PF00083
S22AI_HUMAN;ENSG00000110628;Solute carrier family 22 member 18;PF07690
S22AN_HUMAN;ENSG00000137266;Solute carrier family 22 member 23;PF00083
S22AO_HUMAN;ENSG00000197658;Solute carrier family 22 member 24;PF07690
S22AP_HUMAN;ENSG00000196600;Solute carrier family 22 member 25;PF07690
S23A1_HUMAN;ENSG00000170482;Solute carrier family 23 member 1;PF00860
S23A2_HUMAN;ENSG00000089057;Solute carrier family 23 member 2;PF00860
S23A3_HUMAN;ENSG00000213901;Solute carrier family 23 member 3;PF00860
S23IP_HUMAN;ENSG00000107651;SEC23-interacting protein;PF02862|PF00536
S2533_HUMAN;ENSG00000171612;Solute carrier family 25 member 33;PF00153
S2534_HUMAN;ENSG00000162461;Solute carrier family 25 member 34;PF00153
S2535_HUMAN;ENSG00000125434;Solute carrier family 25 member 35;PF00153
S2536_HUMAN;ENSG00000114120;Solute carrier family 25 member 36;PF00153
S2538_HUMAN;ENSG00000144659;Solute carrier family 25 member 38;PF00153
S2539_HUMAN;ENSG00000013306;Solute carrier family 25 member 39;PF00153
S2540_HUMAN;ENSG00000075303;Solute carrier family 25 member 40;PF00153
S2541_HUMAN;ENSG00000181240;Solute carrier family 25 member 41;PF00153
S2542_HUMAN;ENSG00000181035;Mitochondrial coenzyme A transporter SLC25A42;PF00153
S2543_HUMAN;ENSG00000077713;Solute carrier family 25 member 43;PF00153
S2544_HUMAN;ENSG00000160785;Solute carrier family 25 member 44;PF00153
S2545_HUMAN;ENSG00000162241;Solute carrier family 25 member 45;PF00153
S2546_HUMAN;ENSG00000164209;Solute carrier family 25 member 46;PF00153
S2547_HUMAN;ENSG00000140107;Solute carrier family 25 member 47;PF00153
S2548_HUMAN;ENSG00000145832;Solute carrier family 25 member 48;PF00153
S2551_HUMAN;ENSG00000122696;Solute carrier family 25 member 51;PF00153
S2552_HUMAN;ENSG00000141437;Solute carrier family 25 member 52;PF00153
S2553_HUMAN;ENSG00000269743;Solute carrier family 25 member 53;PF00153
S2610_HUMAN;ENSG00000135502;Solute carrier family 26 member 10;PF01740|PF00916
S2611_HUMAN;ENSG00000181045;Sodium-independent sulfate anion transporter;PF01740|PF00916
S26A1_HUMAN;ENSG00000145217;Sulfate anion transporter 1;PF01740|PF00916
S26A2_HUMAN;ENSG00000155850;Sulfate transporter;PF01740|PF00916
S26A3_HUMAN;ENSG00000091138;Chloride anion exchanger;PF01740|PF00916
S26A4_HUMAN;ENSG00000091137;Pendrin;PF01740|PF00916
S26A5_HUMAN;ENSG00000170615;Prestin;PF01740|PF00916
S26A6_HUMAN;ENSG00000225697;Solute carrier family 26 member 6;PF01740|PF00916
S26A7_HUMAN;ENSG00000147606;Anion exchange transporter;PF01740|PF00916
S26A8_HUMAN;ENSG00000112053;Testis anion transporter 1;PF01740|PF00916
S26A9_HUMAN;ENSG00000174502;Solute carrier family 26 member 9;PF01740|PF00916
S27A1_HUMAN;ENSG00000130304;Long-chain fatty acid transport protein 1;PF00501|PF13193
S27A2_HUMAN;ENSG00000140284;Very long-chain acyl-CoA synthetase;PF00501|PF13193
S27A3_HUMAN;ENSG00000143554;Long-chain fatty acid transport protein 3;PF00501|PF13193
S27A4_HUMAN;ENSG00000167114;Long-chain fatty acid transport protein 4;PF00501|PF13193
S27A5_HUMAN;ENSG00000083807;Bile acyl-CoA synthetase;PF00501|PF13193
S27A6_HUMAN;ENSG00000113396;Long-chain fatty acid transport protein 6;PF00501|PF13193
S28A1_HUMAN;ENSG00000156222;Sodium/nucleoside cotransporter 1;PF07670|PF07662|PF01773
S28A2_HUMAN;ENSG00000137860;Sodium/nucleoside cotransporter 2;PF07670|PF07662|PF01773
S28A3_HUMAN;ENSG00000197506;Solute carrier family 28 member 3;PF07670|PF07662|PF01773
S29A1_HUMAN;ENSG00000112759;Equilibrative nucleoside transporter 1;PF01733
S29A2_HUMAN;ENSG00000174669;Equilibrative nucleoside transporter 2;PF01733
S29A3_HUMAN;ENSG00000198246;Equilibrative nucleoside transporter 3;PF01733
S29A4_HUMAN;ENSG00000164638;Equilibrative nucleoside transporter 4;PF01733
S30BP_HUMAN;ENSG00000161526;SAP30-binding protein;PF07818
S31A1_HUMAN;ENSG00000204849;Spermatogenesis-associated protein 31A1;PF15371
S31A3_HUMAN;ENSG00000275969;Spermatogenesis-associated protein 31A3;PF15371
S31A5_HUMAN;ENSG00000276581;Spermatogenesis-associated protein 31A5;PF15371
S31A6_HUMAN;ENSG00000185775;Spermatogenesis-associated protein 31A6;PF15371
S31A7_HUMAN;ENSG00000276040;Spermatogenesis-associated protein 31A7;PF15371
S31D1_HUMAN;ENSG00000214929;Spermatogenesis-associated protein 31D1;PF15371
S31D3_HUMAN;ENSG00000186788;Putative spermatogenesis-associated protein 31D3;PF15371
S31E1_HUMAN;ENSG00000177992;Spermatogenesis-associated protein 31E1;PF15371
S352B_HUMAN;ENSG00000189339;Solute carrier family 35 member E2B;PF03151
S35A1_HUMAN;ENSG00000164414;CMP-sialic acid transporter;PF04142
S35A2_HUMAN;ENSG00000102100;UDP-galactose translocator;PF04142
S35A3_HUMAN;ENSG00000117620;UDP-N-acetylglucosamine transporter;PF04142
S35A4_HUMAN;ENSG00000176087;Probable UDP-sugar transporter protein SLC35A4;PF04142
S35A5_HUMAN;ENSG00000138459;Probable UDP-sugar transporter protein SLC35A5;PF04142
S35B1_HUMAN;ENSG00000121073;Solute carrier family 35 member B1;PF08449
S35B2_HUMAN;ENSG00000157593;Adenosine 3'-phospho 5'-phosphosulfate transporter 1;PF08449
S35B3_HUMAN;ENSG00000124786;Adenosine 3'-phospho 5'-phosphosulfate transporter 2;PF08449
S35B4_HUMAN;ENSG00000205060;UDP-xylose and UDP-N-acetylglucosamine transporter;PF08449
S35C2_HUMAN;ENSG00000080189;Solute carrier family 35 member C2;PF03151
